Name,Name w/ Set,Card Type,Evolution Stage,Previous Evolution,Ability,HP,Type,Weakness,Resistance,Retreat Cost,Moves,Card No,Card Mark,Card Rarity
Foongus,Foongus (Silver Tempest 11),[],Basic,,,50,Grass,Fire,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Ram', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",011/195,F,Common
Amoonguss,Amoonguss (Silver Tempest 12),[],Stage 1,Foongus,"{'Ability Name': 'Surprise Spores', 'Ability Desc': ""During your opponent's turn, if this Pokémon is discarded from your hand by an effect of an attack or Ability from your opponent's Pokémon, or by an effect of your opponent's Item or Supporter cards, discard your opponent's hand.""}",90,Grass,Fire,,3,"[{'Move Cost': {'Grass': 1, 'Colorless': 1}, 'Move Name': 'Hypno Hammer', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Asleep.""}]",012/195,F,Rare
Durant,Durant (Silver Tempest 13),[],Basic,,,110,Grass,Fire,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Energy Digging', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Grass': 1, 'Colorless': 1}, 'Move Name': 'Bite', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}]",013/195,F,Common
Virizion,Virizion (Silver Tempest 14),[],Basic,,,110,Grass,Fire,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Four as One', 'Move Damage': '20', 'Move Damage Modifier': ('add', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If Cobalion, Terrakion, and Keldeo are on your Bench, this attack does 70 more damage.'}, {'Move Cost': {'Grass': 1, 'Colorless': 1}, 'Move Name': 'Leaf Drain', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': 'Heal 20 damage from this Pokémon.'}]",014/195,F,Rare
Chesnaught-V,Chesnaught V (Silver Tempest 15),['V'],Basic,,"{'Ability Name': 'Needle Line', 'Ability Desc': ""If your Active Chesnaught V is damaged by an attack from your opponent's Pokémon (even if it is Knocked Out), put 3 damage counters on the Attacking Pokémon.""}",230,Grass,Fire,,4,"[{'Move Cost': {'Grass': 2, 'Colorless': 1}, 'Move Name': 'Touchdown', 'Move Damage': '130', 'Move Damage Modifier': None, 'Move Effect': 'Heal 30 damage from this Pokémon.'}]",015/195,F,Ultra-Rare Rare
Radiant Tsareena,Radiant Tsareena (Silver Tempest 16),[],Basic,,"{'Ability Name': 'Elegant Heal', 'Ability Desc': 'Once during your turn, you may heal 20 damage from each of your Pokémon.'}",140,Grass,Fire,,2,"[{'Move Cost': {'Grass': 1, 'Colorless': 2}, 'Move Name': 'Aroma Shot', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon recovers from all Special Conditions.'}]",016/195,F,Rare Radiant
Vulpix,Vulpix (Silver Tempest 17),[],Basic,,,70,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Jump On', 'Move Damage': '10', 'Move Damage Modifier': ('add', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin. If heads, this attack does 20 more damage.'}]",017/195,F,Common
Ninetales,Ninetales (Silver Tempest 18),[],Stage 1,Vulpix,,110,Fire,Water,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Hypnotic Gaze', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Asleep.""}, {'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Scorching Breath', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't attack.""}]",018/195,F,Uncommon
Growlithe,Growlithe (Silver Tempest 19),[],Basic,,,90,Fire,Water,,3,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Flare', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Ram', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",019/195,F,Common
Arcanine,Arcanine (Silver Tempest 20),[],Stage 1,Growlithe,,140,Fire,Water,,3,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Flame Cloak', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': 'Attach a  Energy card from your discard pile to this Pokémon.'}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Fighting Tackle', 'Move Damage': '100', 'Move Damage Modifier': ('add', '100'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If your opponent's Active Pokémon is a Pokémon V, this attack does 100 more damage.""}]",020/195,F,Rare
Ponyta,Ponyta (Silver Tempest 21),[],Basic,,,70,Fire,Water,,1,"[{'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Take Down', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 10 damage to itself.'}]",021/195,F,Common
Rapidash,Rapidash (Silver Tempest 22),[],Stage 1,Ponyta,"{'Ability Name': 'Heat Boost', 'Ability Desc': ""Once during your turn, you may discard a  Energy card from your hand in order to use this Ability. During this turn, your  Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).""}",100,Fire,Water,,1,"[{'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Fire Mane', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}]",022/195,F,Rare Holo
Victini,Victini (Silver Tempest 23),[],Basic,,,70,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Assisting Flame', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': 'Attach up to 2  Energy cards from your discard pile to your Pokémon in any way you like.'}, {'Move Cost': {'Fire': 2}, 'Move Name': 'Flare', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}]",023/195,F,Rare
Reshiram-V,Reshiram V (Silver Tempest 24),['V'],Basic,,,220,Fire,Water,,2,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Sparkling Wing', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 2 basic Energy cards and attach them to 1 of your Pokémon. Then, shuffle your deck.'}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'White Blaze', 'Move Damage': '200', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If tails, during your next turn, this Pokémon can't attack.""}]",024/195,F,Ultra-Rare Rare
Fennekin,Fennekin (Silver Tempest 25),[],Basic,,,60,Fire,Water,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Lead', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Fire': 1}, 'Move Name': 'Live Coal', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",025/195,F,Common
Braixen,Braixen (Silver Tempest 26),[],Stage 1,Fennekin,,90,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Combustion', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Flare Parade', 'Move Damage': '60', 'Move Damage Modifier': ('multiply', '60'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 60 damage for each Serena card in your discard pile.'}]",026/195,F,Uncommon
Delphox,Delphox (Silver Tempest 27),[],Stage 2,Braixen,,150,Fire,Water,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Flare Parade', 'Move Damage': '60', 'Move Damage Modifier': ('multiply', '60'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 60 damage for each Serena card in your discard pile.'}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Energy Crush', 'Move Damage': '50', 'Move Damage Modifier': ('multiply', '50'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 50 damage for each Energy attached to all of your opponent's Pokémon.""}]",027/195,F,Rare
Fletchinder,Fletchinder (Silver Tempest 28),[],Stage 1,Fletchling,,80,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Steady Firebreathing', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",028/195,F,Uncommon
Talonflame,Talonflame (Silver Tempest 29),[],Stage 2,Fletchinder,,140,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Quick Dive', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 50 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Fire': 1}, 'Move Name': 'Merciless Strike', 'Move Damage': '80', 'Move Damage Modifier': ('add', '80'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If your opponent's Active Pokémon already has any damage counters on it, this attack does 80 more damage.""}]",029/195,F,Rare
Litten,Litten (Silver Tempest 30),[],Basic,,,70,Fire,Water,,2,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Gnaw', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 2}, 'Move Name': 'Reprisal', 'Move Damage': '20', 'Move Damage Modifier': ('multiply', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 20 damage for each damage counter on this Pokémon.'}]",030/195,F,Common
Torracat,Torracat (Silver Tempest 31),[],Stage 1,Litten,,80,Fire,Water,,2,"[{'Move Cost': {'Fire': 2}, 'Move Name': 'Gritty Claws', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, if this Pokémon has full HP and would be Knocked Out by damage from an attack, it is not Knocked Out, and its remaining HP becomes 10.""}, {'Move Cost': {'Fire': 3}, 'Move Name': 'Combustion', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': ''}]",031/195,F,Uncommon
Incineroar,Incineroar (Silver Tempest 32),[],Stage 2,Torracat,,170,Fire,Water,,3,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Secret Attack', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Choose an attack from 1 of this Pokémon's previous Evolutions and use it as this attack.""}, {'Move Cost': {'Fire': 2}, 'Move Name': 'Flare Shot', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': 'Discard all Energy from this Pokémon.'}]",032/195,F,Rare
Alolan Vulpix-V,Alolan Vulpix V (Silver Tempest 33),['V'],Basic,,,190,Water,Metal,,1,"[{'Move Cost': {}, 'Move Name': 'White Drop', 'Move Damage': '10', 'Move Damage Modifier': ('add', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If your opponent's Active Pokémon is a Pokémon V, this attack does 50 more damage.""}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Frost Smash', 'Move Damage': '110', 'Move Damage Modifier': None, 'Move Effect': ''}]",033/195,F,Ultra-Rare Rare
Alolan Vulpix-VSTAR,Alolan Vulpix VSTAR (Silver Tempest 34),['VSTAR'],Pokémon VSTAREvolves from Alolan Vulpix V,Alolan Vulpix V,,240,Water,Metal,,1,"[{'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Snow Mirage', 'Move Damage': '160', 'Move Damage Modifier': None, 'Move Effect': ""This attack's damage isn't affected by any effects on your opponent's Active Pokémon. During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Pokémon that have an Ability.""}, {'Move Cost': {}, 'Move Name': 'Silvery Snow Star', 'Move Damage': '70', 'Move Damage Modifier': ('multiply', '70'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 70 more damage for each of your opponent's Pokémon V in play. This damage isn't affected by Weakness or Resistance. (You can't use more than 1 VSTAR Power in a game.)""}]",034/195,F,Rare VSTAR
Omastar-V,Omastar V (Silver Tempest 35),['V'],Basic,,,190,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Primal Guidance', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 2 Pokémon that evolve from an Item card that has ""Fossil"" in its name and put them onto your Bench. Then, shuffle your deck.'}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Tentacle Lock', 'Move Damage': '110', 'Move Damage Modifier': None, 'Move Effect': ""If the Defending Pokémon is an Evolution Pokémon, it can't attack during your opponent's next turn.""}]",035/195,F,Ultra-Rare Rare
Articuno,Articuno (Silver Tempest 36),[],Basic,,,110,Water,Metal,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Ice Wing', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 2}, 'Move Name': 'Wild Freeze', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': ""This Pokémon also does 50 damage to itself. Your opponent's Active Pokémon is now Paralyzed.""}]",036/195,F,Rare Holo
Wailmer,Wailmer (Silver Tempest 37),[],Basic,,,110,Water,Lightning,,4,"[{'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Gulp Down', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.""}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Wave Splash', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}]",037/195,F,Common
Wailord,Wailord (Silver Tempest 38),[],Stage 1,Wailmer,"{'Ability Name': 'JumboSized', 'Ability Desc': 'This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).'}",200,Water,Lightning,,4,"[{'Move Cost': {'Water': 3, 'Colorless': 1}, 'Move Name': 'Special Wave', 'Move Damage': '120', 'Move Damage Modifier': ('add', '120'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If this Pokémon has any Special Energy attached, this attack does 120 more damage.'}]",038/195,F,Uncommon
Feebas,Feebas (Silver Tempest 39),[],Basic,,,30,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Ascension', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.'}, {'Move Cost': {'Water': 1}, 'Move Name': 'Splash', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",039/195,F,Common
Milotic,Milotic (Silver Tempest 40),[],Stage 1,Feebas,,130,Water,Lightning,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Water Arrow', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 50 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Mellow Wave', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Asleep.""}]",040/195,F,Rare
Snorunt,Snorunt (Silver Tempest 41),[],Basic,,,60,Water,Metal,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Collect', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Draw a card.'}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Icy Snow', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",041/195,F,Common
Glalie,Glalie (Silver Tempest 42),[],Stage 1,Snorunt,,130,Water,Metal,,2,"[{'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Bite', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Colorless': 4}, 'Move Name': 'Big Mouth', 'Move Damage': '130', 'Move Damage Modifier': ('add', '130'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If you played Candice from your hand during this turn, this attack does 130 more damage.'}]",042/195,F,Uncommon
Froslass,Froslass (Silver Tempest 43),[],Stage 1,Snorunt,,90,Water,Metal,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Frosty Jail', 'Move Damage': '20', 'Move Damage Modifier': ('add', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If you played Candice from your hand during this turn, this attack does 90 more damage, and your opponent's Active Pokémon is now Paralyzed.""}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Frost Breath', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}]",043/195,F,Rare
Relicanth,Relicanth (Silver Tempest 44),[],Basic,,,90,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Fossil Finding', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Shuffle up to 4 in any combination of Unidentified Fossil and Rare Fossil cards from your discard pile into your deck.'}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Water Pulse', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""You opponent's Active Pokémon is now Asleep.""}]",044/195,F,Common
Phione,Phione (Silver Tempest 45),[],Basic,,,70,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Sea Feast', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 3 Basic  Pokémon and put them onto your Bench. Then, shuffle your deck.'}, {'Move Cost': {'Water': 1}, 'Move Name': 'Wave Splash', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",045/195,F,Rare
Keldeo,Keldeo (Silver Tempest 46),[],Basic,,,120,Water,Lightning,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Wave Splash', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Four as One', 'Move Damage': '50', 'Move Damage Modifier': ('add', '50'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If Cobalion, Terrakion, and Virizion are on your Bench, this attack does 170 more damage.'}]",046/195,F,Rare
Dewpider,Dewpider (Silver Tempest 47),[],Basic,,,60,Water,Lightning,,1,"[{'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Hook', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",047/195,F,Common
Araquanid,Araquanid (Silver Tempest 48),[],Stage 1,Dewpider,,120,Water,Lightning,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Drowning Ball', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed, and discard an Energy from that Pokémon.""}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Headbutt Bounce', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}]",048/195,F,Uncommon
Pikachu,Pikachu (Silver Tempest 49),[],Basic,,,70,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Pika Strike', 'Move Damage': '20', 'Move Damage Modifier': ('add', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If 1 of your Dedenne used Dede-Short during your last turn, this attack does 180 more damage.'}]",049/195,F,Common
Raichu,Raichu (Silver Tempest 50),[],Stage 1,Pikachu,,120,Lightning,Fighting,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Ambushing Spark', 'Move Damage': '40', 'Move Damage Modifier': ('add', '40'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If your opponent has used their VSTAR Power during this game, this attack does 100 more damage.'}, {'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Electric Ball', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ''}]",050/195,F,Uncommon
Chinchou,Chinchou (Silver Tempest 51),[],Basic,,,60,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Lightning Ball', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Lightning': 2}, 'Move Name': 'Gentle Slap', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",051/195,F,Common
Lanturn,Lanturn (Silver Tempest 52),[],Stage 1,Chinchou,,120,Lightning,Fighting,,2,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Ram', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Strong Volt', 'Move Damage': '160', 'Move Damage Modifier': None, 'Move Effect': 'Discard 2 Energy from this Pokémon.'}]",052/195,F,Uncommon
Rotom,Rotom (Silver Tempest 53),[],Basic,,,80,Lightning,Fighting,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Overhaul', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Shuffle your hand into your deck. Then, draw 6 cards.'}, {'Move Cost': {'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Mach Bolt', 'Move Damage': '80', 'Move Damage Modifier': None, 'Move Effect': ''}]",053/195,F,Common
Emolga,Emolga (Silver Tempest 54),[],Basic,,,70,Lightning,Fighting,,0,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Lucky Find', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Static Shock', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}]",054/195,F,Common
Stunfisk,Stunfisk (Silver Tempest 55),[],Basic,,,110,Lightning,Fighting,,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Mud Shot', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Mystery Bolt', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""You can use this attack only if you have no Supporter cards in your discard pile. This attack does 100 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",055/195,F,Common
