Name,Name w/ Set,Card Type,Evolution Stage,Previous Evolution,Ability,HP,Type,Weakness,Resistance,Retreat Cost,Moves,Card No,Card Mark,Card Rarity
Hisuian Lilligant-V,Hisuian Lilligant V (Astral Radiance 17),['V'],Basic,,,200,Grass,Fire,,2,"[{'Move Cost': {}, 'Move Name': 'Dance Gracefully', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Draw cards until you have 6 cards in your hand.'}, {'Move Cost': {'Grass': 2, 'Colorless': 1}, 'Move Name': 'Leaf Step', 'Move Damage': '130', 'Move Damage Modifier': None, 'Move Effect': ''}]",017/189,F,Ultra-Rare Rare
Hisuian Lilligant-VSTAR,Hisuian Lilligant VSTAR (Astral Radiance 18),['VSTAR'],Pokémon VSTAREvolves from Hisuian Lilligant V,Hisuian Lilligant V,"{'Ability Name': 'Star Perfume', 'Ability Desc': ""During your turn, you may search your deck for up to 5 in any combination of  Pokémon and  Energy cards, reveal them, and put them into your hand. Then, shuffle your deck. (You can't use more than 1 VSTAR Power in a game.)""}",260,Grass,Fire,,1,"[{'Move Cost': {'Grass': 2, 'Colorless': 1}, 'Move Name': 'Parallel Spin', 'Move Damage': '130', 'Move Damage Modifier': ('add', '130'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'You may put an Energy attached to this Pokémon into your hand. If you do, this attack does 100 more damage.'}]",018/189,F,Rare VSTAR
Rowlet,Rowlet (SWSH Promo 220),[],Basic,,,60,Grass,Fire,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Jump On', 'Move Damage': '10', 'Move Damage Modifier': ('add', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin. If heads, this attack does 10 more damage.'}]",019/189,F,Common
Dartrix,Dartrix (Astral Radiance 20),[],Stage 1,Rowlet,,90,Grass,Fire,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Flap', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Razor Wing', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}]",020/189,F,Uncommon
Ponyta,Ponyta (Astral Radiance 21),[],Basic,,,60,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Flame Tail', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",021/189,F,Common
Rapidash,Rapidash (Astral Radiance 22),[],Stage 1,Ponyta,,100,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Combustion', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Ring of Fire', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Burned. During your opponent's next turn, that Pokémon can't retreat.""}]",022/189,F,Rare
Cyndaquil,Cyndaquil (SWSH Promo 221),[],Basic,,,60,Fire,Water,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Charge Energy', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Colorless': 1}, 'Move Name': 'Live Coal', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",023/189,F,Common
Quilava,Quilava (Astral Radiance 24),[],Stage 1,Cyndaquil,,90,Fire,Water,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Tackle', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Flare', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}]",024/189,F,Uncommon
Heatran-V,Heatran V (Astral Radiance 25),['V'],Basic,,,220,Fire,Water,,3,"[{'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Heat Burn', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Burned.""}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Magma Fall', 'Move Damage': '90', 'Move Damage Modifier': ('add', '90'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If you have a Stadium in play, this attack does 90 more damage.'}]",025/189,F,Ultra-Rare Rare
Heatran-VMAX,Heatran VMAX (Astral Radiance 26),['VMAX'],Pokémon VMAXEvolves from Heatran VDynamax,Heatran VDynamax,"{'Ability Name': 'Magma Gain', 'Ability Desc': 'Once during your turn, if you have a Stadium in play, you may heal 50 damage from this Pokémon.'}",330,Fire,Water,,4,"[{'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Max Heat Burst', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Burned.""}]",026/189,F,Rare VMAX
Radiant Heatran,Radiant Heatran (Astral Radiance 27),[],Basic,,,160,Fire,Water,,3,"[{'Move Cost': {'Fire': 1, 'Colorless': 2}, 'Move Name': 'Raging Blast', 'Move Damage': '70', 'Move Damage Modifier': ('multiply', '70'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 70 damage for each damage counter on this Pokémon.'}]",027/189,F,Rare Radiant
Psyduck,Psyduck (Astral Radiance 28),[],Basic,,,60,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Spacing Out', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Flip a coin. If heads, heal 10 damage from this Pokémon.'}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Ram', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",028/189,F,Common
Golduck,Golduck (Astral Radiance 29),[],Stage 1,Psyduck,,100,Water,Lightning,,1,"[{'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Aqua Edge', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Entangled Dive', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Discard each player's Active Pokémon and all attached cards. (You choose a new Active Pokémon first.)""}]",029/189,F,Uncommon
Starmie-V,Starmie V (Astral Radiance 30),['V'],Basic,,,190,Water,Lightning,,0,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Swift', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ""This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokémon.""}, {'Move Cost': {'Water': 2}, 'Move Name': 'Energy Spiral', 'Move Damage': '50', 'Move Damage Modifier': ('multiply', '50'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 50 damage for each Energy attached to all of your opponent's Pokémon.""}]",030/189,F,Ultra-Rare Rare
Swinub,Swinub (Astral Radiance 31),[],Basic,,,60,Water,Metal,,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Stampede', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Icy Wind', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Asleep.""}]",031/189,F,Common
Piloswine,Piloswine (Astral Radiance 32),[],Stage 1,Swinub,,90,Water,Metal,,3,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Stampede', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Blizzard', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ""This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",032/189,F,Uncommon
Mamoswine,Mamoswine (Astral Radiance 33),[],Stage 2,Piloswine,,180,Water,Metal,,4,"[{'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Blizzard', 'Move Damage': '80', 'Move Damage Modifier': None, 'Move Effect': ""This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Water': 2, 'Colorless': 2}, 'Move Name': 'Iceberg Press', 'Move Damage': '170', 'Move Damage Modifier': None, 'Move Effect': ""Discard an Energy from this Pokémon. During your opponent's next turn, the Defending Pokémon can't attack.""}]",033/189,F,Rare
Mantine,Mantine (Astral Radiance 34),[],Basic,,,110,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Borne Ashore', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Put a Basic Pokémon from either player's discard pile onto that player's Bench.""}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Aqua Edge', 'Move Damage': '100', 'Move Damage Modifier': None, 'Move Effect': ''}]",034/189,F,Common
Barboach,Barboach (Astral Radiance 35),[],Basic,,,60,Water,Lightning,,1,"[{'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Rain Splash', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}]",035/189,F,Common
Whiscash,Whiscash (Astral Radiance 36),[],Stage 1,Barboach,,120,Water,Lightning,,3,"[{'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Mud Shot', 'Move Damage': '80', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 3}, 'Move Name': 'Thrash', 'Move Damage': '120', 'Move Damage Modifier': ('add', '120'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin. If tails, this Pokémon also does 60 damage to itself. If heads, this attack does 60 more damage.'}]",036/189,F,Uncommon
Regice,Regice (Astral Radiance 37),[],Basic,,,130,Water,Metal,,3,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Regi Gate', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.'}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Blizzard Bind', 'Move Damage': '100', 'Move Damage Modifier': None, 'Move Effect': ""If the Defending Pokémon is a Pokémon V, it can't attack during your opponent's next turn.""}]",037/189,F,Rare
Glaceon,Glaceon (Astral Radiance 38),[],Stage 1,Eevee,,110,Water,Metal,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Frost Wall', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Evolution Pokémon.""}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Ice Blast', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ''}]",038/189,F,Rare
Origin Forme Palkia-V,Origin Forme Palkia V (Astral Radiance 39),['V'],Basic,,,220,Water,Lightning,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Rule the Region', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Hydro Break', 'Move Damage': '200', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't attack.""}]",039/189,F,Ultra-Rare Rare
Origin Forme Palkia-VSTAR,Origin Forme Palkia VSTAR (Astral Radiance 40),['VSTAR'],Pokémon VSTAREvolves from Origin Forme Palkia V,Origin Forme Palkia V,"{'Ability Name': 'Star Portal', 'Ability Desc': ""During your turn, you may attach up to 3  Energy cards from your discard pile to your  Pokémon in any way you like. (You can't use more than 1 VSTAR Power in a game.)""}",280,Water,Lightning,,2,"[{'Move Cost': {'Water': 2}, 'Move Name': 'Subspace Swell', 'Move Damage': '60', 'Move Damage Modifier': ('add', '60'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 20 more damage for each Benched Pokémon (both yours and your opponent's).""}]",040/189,F,Rare VSTAR
Oshawott,Oshawott (SWSH Promo 222),[],Basic,,,70,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Beat', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",041/189,F,Common
Dewott,Dewott (Astral Radiance 42),[],Stage 1,Oshawott,,90,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Razor Shell', 'Move Damage': '20', 'Move Damage Modifier': ('add', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin. If heads, this attack does 20 more damage.'}]",042/189,F,Uncommon
Hisuian Basculin,Hisuian Basculin (Astral Radiance 43),[],Basic,,,50,Water,Lightning,,1,"[{'Move Cost': {}, 'Move Name': 'Gather the Crew', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.'}, {'Move Cost': {'Water': 1}, 'Move Name': 'Tackle', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",043/189,F,Common
Hisuian Basculegion,Hisuian Basculegion (Astral Radiance 44),[],Stage 1,Hisuian Basculin,,120,Water,Lightning,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Grudge Dive', 'Move Damage': '30', 'Move Damage Modifier': ('add', '30'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If any of your Pokémon were Knocked Out by damage from an attack from your opponent's Pokémon during their last turn, this attack does 90 more damage, and your opponent's Active Pokémon is now Confused.""}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Jet Headbutt', 'Move Damage': '80', 'Move Damage Modifier': None, 'Move Effect': ''}]",044/189,F,Rare
Keldeo,Keldeo (Astral Radiance 45),[],Basic,,,110,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Smash Kick', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Line Force', 'Move Damage': '10', 'Move Damage Modifier': ('add', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 20 more damage for each of your Benched Pokémon.'}]",045/189,F,Rare Holo
Radiant Greninja,Radiant Greninja (Astral Radiance 46),[],Basic,,"{'Ability Name': 'Concealed Cards', 'Ability Desc': 'You must discard an Energy card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.'}",130,Water,Lightning,,1,"[{'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Moonlight Shuriken', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Discard 2 Energy from this Pokémon. This attack does 90 damage to 2 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",046/189,F,Rare Radiant
Bergmite,Bergmite (Astral Radiance 47),[],Basic,,,70,Water,Metal,,2,"[{'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Icicle', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}]",047/189,F,Common
Hisuian Avalugg,Hisuian Avalugg (Astral Radiance 48),[],Stage 1,Bergmite,"{'Ability Name': 'Massive Ice', 'Ability Desc': 'This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).'}",140,Water,Metal,,3,"[{'Move Cost': {'Water': 2, 'Colorless': 2}, 'Move Name': 'Mountain Gale', 'Move Damage': '100', 'Move Damage Modifier': ('add', '100'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If a Stadium is in play, this attack does 120 more damage. Then, discard that Stadium.'}]",048/189,F,Rare
Galarian Mr. Rime-V,Galarian Mr. Rime V (Astral Radiance 49),['V'],Basic,,,210,Water,Metal,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Surprising Hand', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 3 Item cards, reveal them, and put them into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Customized Cane', 'Move Damage': '90', 'Move Damage Modifier': ('add', '90'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If this Pokémon has a Pokémon Tool attached, this attack does 90 more damage.'}]",049/189,E,Ultra-Rare Rare
Luxray-V,Luxray V (Astral Radiance 50),['V'],Basic,,,210,Lightning,Fighting,,1,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Fang Snipe', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': 'Your opponent reveals their hand. Discard a Trainer card you find there.'}, {'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Radiating Pulse', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ""Discard 2 Energy from this Pokémon. Your opponent's Active Pokémon is now Paralyzed.""}]",050/189,F,Ultra-Rare Rare
Regieleki,Regieleki (Astral Radiance 51),[],Basic,,,130,Lightning,Fighting,,3,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Electromagnetic Sonar', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Put a Trainer card from your discard pile into your hand.'}, {'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Targeted Bolt', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Discard 2  Energy from this Pokémon. This attack does 120 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",051/189,F,Rare
Hisuian Typhlosion,Hisuian Typhlosion (Astral Radiance 52),[],Stage 2,Quilava,"{'Ability Name': 'Supernatural Orb', 'Ability Desc': ""You must discard a  Energy card from your hand in order to use this Ability. Once during your turn, you may make your opponent's Active Pokémon Burned and Confused.""}",150,Psychic,Darkness,Fighting,1,"[{'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Shadow Bind', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, the Defending Pokémon can't retreat.""}]",052/189,F,Rare Holo
Hisuian Typhlosion-V,Hisuian Typhlosion V (Astral Radiance 53),['V'],Basic,,,210,Psychic,Darkness,Fighting,2,"[{'Move Cost': {}, 'Move Name': 'Singe', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Burned.""}, {'Move Cost': {'Psychic': 2, 'Colorless': 1}, 'Move Name': 'Petrifying Flame', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ""Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.""}]",053/189,F,Ultra-Rare Rare
Hisuian Typhlosion-VSTAR,Hisuian Typhlosion VSTAR (Astral Radiance 54),['VSTAR'],Pokémon VSTAREvolves from Hisuian Typhlosion V,Hisuian Typhlosion V,,260,Psychic,Darkness,Fighting,2,"[{'Move Cost': {'Psychic': 2, 'Colorless': 1}, 'Move Name': 'Hollow Flame', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': ""Put 3 damage counters on your opponent's Benched Pokémon in any way you like.""}, {'Move Cost': {'Psychic': 1}, 'Move Name': 'Shimmering Star', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""If your opponent's Active Pokémon has exactly 4 damage counters on it, that Pokémon is Knocked Out. (You can't use more than 1 VSTAR Power in a game.)""}]",054/189,F,Rare VSTAR
