Name,Name w/ Set,Card Type,Evolution Stage,Previous Evolution,Ability,HP,Type,Weakness,Resistance,Retreat Cost,Moves,Card No,Card Mark,Card Rarity
Roserade,Roserade (Lost Origin 15),[],Stage 1,Roselia,,120,Grass,Fire,,1,"[{'Move Cost': {'Grass': 1}, 'Move Name': 'Poisonous Whip', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Poisoned.""}, {'Move Cost': {'Grass': 1, 'Colorless': 1}, 'Move Name': 'Assassins Rose', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ""If your opponent's Active Pokémon is affected by a Special Condition, this attack also does 60 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",015/196,F,Uncommon
Phantump,Phantump (Lost Origin 16),[],Basic,,,70,Grass,Fire,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Hook', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",016/196,F,Common
Trevenant,Trevenant (Lost Origin 17),[],Stage 1,Phantump,"{'Ability Name': 'Elder Tree Barrier', 'Ability Desc': ""If this Pokémon is Knocked Out by damage from an attack from your opponent's Pokémon V, your opponent can't take any Prize cards for it.""}",120,Grass,Fire,,3,"[{'Move Cost': {'Grass': 2, 'Colorless': 1}, 'Move Name': 'Giga Impact', 'Move Damage': '150', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't attack.""}]",017/196,F,Rare Holo
Blipbug,Blipbug (Lost Origin 18),[],Basic,,,50,Grass,Fire,,1,"[{'Move Cost': {'Grass': 1, 'Colorless': 1}, 'Move Name': 'Gnaw', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",018/196,F,Common
Dottler,Dottler (Lost Origin 19),[],Stage 1,Blipbug,,80,Grass,Fire,,2,"[{'Move Cost': {'Grass': 1, 'Colorless': 1}, 'Move Name': 'Barrier Attack', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).""}]",019/196,F,Uncommon
Orbeetle,Orbeetle (Lost Origin 20),[],Stage 2,Dottler,"{'Ability Name': 'Jamming Attachment', 'Ability Desc': ""When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may attach up to 3 Energy cards from your opponent's discard pile to your opponent's Pokémon in any way you like.""}",110,Grass,Fire,,1,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Mysterious Wave', 'Move Damage': '30', 'Move Damage Modifier': ('add', '30'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 50 more damage for each Energy attached to your opponent's Active Pokémon.""}]",020/196,F,Rare Holo
Slugma,Slugma (Lost Origin 21),[],Basic,,,70,Fire,Water,,2,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Draw In', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Attach a  Energy card from your discard pile to this Pokémon.'}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Combustion', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}]",021/196,F,Common
Magcargo,Magcargo (Lost Origin 22),[],Stage 1,Slugma,,130,Fire,Water,,3,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Flare', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Lost Volcano create category\n', 'Move Damage': '220', 'Move Damage Modifier': None, 'Move Effect': 'Put all Energy attached to this Pokémon in the Lost Zone.'}]",022/196,F,Rare
Torkoal,Torkoal (Lost Origin 23),[],Basic,,,110,Fire,Water,,2,"[{'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Stampede', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 1, 'Colorless': 3}, 'Move Name': 'Flamethrower', 'Move Damage': '130', 'Move Damage Modifier': None, 'Move Effect': 'Discard an Energy from this Pokémon.'}]",023/196,F,Uncommon
Litwick,Litwick (Lost Origin 24),[],Basic,,,60,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Kindling Panic create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Discard the top card of your opponent's deck.""}]",024/196,F,Common
Lampent,Lampent (Lost Origin 25),[],Stage 1,Litwick,,80,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Flickering Glow create category\n', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.""}]",025/196,F,Uncommon
Chandelure,Chandelure (Lost Origin 26),[],Stage 2,Lampent,"{'Ability Name': 'Mountain Roasting', 'Ability Desc': ""When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may discard the top 3 cards of your opponent's deck.""}",150,Fire,Water,,2,"[{'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Heat Blast', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ''}]",026/196,F,Rare Holo
Delphox-V,Delphox V (Lost Origin 27),['V'],Basic,,,210,Fire,Water,,2,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Eerie Glow', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Burned and Confused.""}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Magical Fire', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ""Put 2 Energy attached to this Pokémon in the Lost Zone. This attack also does 120 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",027/196,F,Ultra-Rare Rare
Litleo,Litleo (Lost Origin 28),[],Basic,,,70,Fire,Water,,2,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Singe', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Burned.""}]",028/196,F,Common
Pyroar,Pyroar (Lost Origin 29),[],Stage 1,Litleo,"{'Ability Name': 'Scorching Aura', 'Ability Desc': ""During Pokémon Checkup, put 4 damage counters on your opponent's Burned Pokémon instead of 2.""}",120,Fire,Water,,2,"[{'Move Cost': {'Fire': 1, 'Colorless': 2}, 'Move Name': 'Fire Fang', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Burned.""}]",029/196,F,Rare Holo
Poliwag,Poliwag (Lost Origin 30),[],Basic,,,60,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Splashing Dodge', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.""}]",030/196,F,Common
Poliwhirl,Poliwhirl (Lost Origin 31),[],Stage 1,Poliwag,,90,Water,Lightning,,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Light Punch', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Double Smash', 'Move Damage': '50', 'Move Damage Modifier': ('multiply', '50'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip 2 coins. This attack does 50 damage for each heads.'}]",031/196,F,Uncommon
Politoed,Politoed (Lost Origin 32),[],Stage 2,Poliwhirl,,140,Water,Lightning,,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Lordly Songleader create category\n', 'Move Damage': '10', 'Move Damage Modifier': ('add', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If Poliwag is on your Bench, this attack does 60 more damage. If Poliwhirl is on your Bench, this attack does 90 more damage. If Poliwrath is on your Bench, this attack does 120 more damage.'}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Hydro Splash', 'Move Damage': '100', 'Move Damage Modifier': None, 'Move Effect': ''}]",032/196,F,Rare
Seel,Seel (Lost Origin 33),[],Basic,,,70,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Headbutt', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Rain Splash', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",033/196,F,Common
Dewgong,Dewgong (Lost Origin 34),[],Stage 1,Seel,,120,Water,Lightning,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Swim Freely', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.""}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Floe Return', 'Move Damage': '40', 'Move Damage Modifier': ('multiply', '40'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Shuffle any amount of  Energy from your Pokémon into your deck. This attack does 40 damage for each card you shuffled into your deck in this way.'}]",034/196,F,Rare
Horsea,Horsea (Lost Origin 35),[],Basic,,,50,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Reverse Thrust', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': 'Switch this Pokémon with 1 of your Benched Pokémon.'}]",035/196,F,Common
Seadra,Seadra (Lost Origin 36),[],Stage 1,Horsea,,80,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Swim Freely', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.""}, {'Move Cost': {'Water': 1}, 'Move Name': 'Hydro Jet create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 20 damage to 1 of your opponent's Pokémon for each  Energy attached to this Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",036/196,F,Uncommon
Kingdra,Kingdra (Lost Origin 37),[],Stage 2,Seadra,"{'Ability Name': 'Seething Currents', 'Ability Desc': 'Once during your turn, you may have either player shuffle their hand and put it on the bottom of their deck. If that player put any cards on the bottom of their deck in this way, they draw 4 cards.'}",150,Water,Lightning,,1,"[{'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Hydro Splash', 'Move Damage': '130', 'Move Damage Modifier': None, 'Move Effect': ''}]",037/196,F,Rare Holo
Luvdisc,Luvdisc (Lost Origin 38),[],Basic,,,70,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Matching Look', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Each player reveals the top 2 cards of their deck, then draws those cards.'}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Tackle', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",038/196,F,Common
Shellos,Shellos (Lost Origin 39),[],Basic,,,70,Water,Lightning,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Rain Splash', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Surf', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",039/196,F,Common
Finneon,Finneon (Lost Origin 40),[],Basic,,"{'Ability Name': 'Oceanic Accompaniment', 'Ability Desc': 'As often as you like during your turn, you may attach a  Energy card from your hand to 1 of your Pokémon that has the Swim Freely attack.'}",50,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Water Gun', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",040/196,F,Common
Lumineon,Lumineon (Lost Origin 41),[],Stage 1,Finneon,,90,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Swim Freely', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.""}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Waterfall', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ''}]",041/196,F,Uncommon
Snover,Snover (Lost Origin 42),[],Basic,,,80,Water,Metal,,3,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Corkscrew Punch', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Icicle Missile', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}]",042/196,F,Common
Abomasnow,Abomasnow (Lost Origin 43),[],Stage 1,Snover,,140,Water,Metal,,4,"[{'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Icicle Punch', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'DoubleEdge', 'Move Damage': '160', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 30 damage to itself.'}]",043/196,F,Uncommon
Hisuian Basculin,Hisuian Basculin (Lost Origin 44),[],Basic,,,50,Water,Lightning,,1,"[{'Move Cost': {}, 'Move Name': 'Surprise Attack', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': 'Flip a coin. If tails, this attack does nothing.'}]",044/196,F,Common
Hisuian Basculegion,Hisuian Basculegion (Lost Origin 45),[],Stage 1,Hisuian Basculin,,110,Water,Lightning,,1,"[{'Move Cost': {}, 'Move Name': 'Upstream Spirits', 'Move Damage': '20', 'Move Damage Modifier': ('multiply', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 20 damage for each basic Energy card in your discard pile. Then, shuffle those cards into your deck.'}, {'Move Cost': {'Water': 1}, 'Move Name': 'Water Shot', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': 'Discard an Energy from this Pokémon.'}]",045/196,F,Rare Holo
Ducklett,Ducklett (Lost Origin 46),[],Basic,,,60,Water,Lightning,Fighting,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Rain Splash', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",046/196,F,Common
Swanna,Swanna (Lost Origin 47),[],Stage 1,Ducklett,,120,Water,Lightning,Fighting,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Water Pulse', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""You opponent's Active Pokémon is now Asleep.""}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Air Slash', 'Move Damage': '130', 'Move Damage Modifier': None, 'Move Effect': 'Discard an Energy from this Pokémon.'}]",047/196,F,Uncommon
Kyurem-V,Kyurem V (Lost Origin 48),['V'],Basic,,,220,Water,Metal,,3,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Rapid Freeze create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Attach any number of  Energy cards from your hand to your Pokémon in any way you like.'}, {'Move Cost': {'Water': 3}, 'Move Name': 'Frost Smash', 'Move Damage': '140', 'Move Damage Modifier': None, 'Move Effect': ''}]",048/196,F,Ultra-Rare Rare
Kyurem-VMAX,Kyurem VMAX (Lost Origin 49),['VMAX'],Pokémon VMAXEvolves from Kyurem VDynamax,Kyurem VDynamax,"{'Ability Name': 'Glaciated World', 'Ability Desc': 'Once during your turn, you may discard the top card of your deck. If that card is a  Energy card, attach it to 1 of your Pokémon.'}",330,Water,Metal,,3,"[{'Move Cost': {'Water': 3}, 'Move Name': 'Max Frost', 'Move Damage': '120', 'Move Damage Modifier': ('add', '120'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'You may discard any amount of  Energy from this Pokémon. This attack does 50 more damage for each card you discarded in this way.'}]",049/196,F,Rare VMAX
Cramorant,Cramorant (Lost Origin 50),[],Basic,,"{'Ability Name': 'Lost Provisions', 'Ability Desc': ""If you have 4 or more cards in the Lost Zone, ignore all Energy in this Pokémon's attack costs.""}",110,Water,Lightning,,1,"[{'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Spit Innocently', 'Move Damage': '110', 'Move Damage Modifier': None, 'Move Effect': ""This attack's damage isn't affected by Weakness.""}]",050/196,F,Rare
Glastrier,Glastrier (Lost Origin 51),[],Basic,,,130,Water,Metal,,2,"[{'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Freeze Down', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ""If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn.""}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Wild Tackle', 'Move Damage': '130', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 30 damage to itself.'}]",051/196,F,Rare Holo
Pikachu,Pikachu (Lost Origin 52),[],Basic,,"{'Ability Name': 'Pika Dash', 'Ability Desc': 'If this Pokémon has any Energy attached, it has no Retreat Cost.'}",60,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Whimsy Tackle', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': 'Flip a coin. If tails, this attack does nothing.'}]",052/196,F,Common
Raichu,Raichu (Lost Origin 53),[],Stage 1,Pikachu,,120,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Thunder Shock', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}, {'Move Cost': {'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Ace Spark', 'Move Damage': '100', 'Move Damage Modifier': ('add', '100'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If you have used your VSTAR Power, this attack does 120 more damage.'}]",053/196,F,Rare
Electrike,Electrike (Lost Origin 54),[],Basic,,,60,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Zap Kick', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Thunder Fang', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",054/196,F,Common
Manectric,Manectric (Lost Origin 55),[],Stage 1,Electrike,,120,Lightning,Fighting,,1,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Bite', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Assault Laser', 'Move Damage': '80', 'Move Damage Modifier': ('add', '80'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If your opponent's Active Pokémon has a Pokémon Tool attached, this attack does 80 more damage.""}]",055/196,F,Rare
Magnezone-V,Magnezone V (Lost Origin 56),['V'],Basic,,,210,Lightning,Fighting,,2,"[{'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Magnetic Tension create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Switch 1 of your opponent's Benched Pokémon with their Active Pokémon. This attack does 40 damage to the new Active Pokémon.""}, {'Move Cost': {'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Splitting Beam', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ""This attack also does 30 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",056/196,F,Ultra-Rare Rare
Magnezone-VSTAR,Magnezone VSTAR (Lost Origin 57),['VSTAR'],Pokémon VSTAREvolves from Magnezone V,Magnezone V,,270,Lightning,Fighting,,2,"[{'Move Cost': {'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Magnetic Grip create category\n', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 2 Item cards, reveal them, and put them into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Lightning': 2}, 'Move Name': 'Electro Star create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 90 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) (You can't use more than 1 VSTAR Power in a game.)""}]",057/196,F,Rare VSTAR
Rotom-V,Rotom V (Lost Origin 58),['V'],Basic,,"{'Ability Name': 'Instant Charge', 'Ability Desc': 'Once during your turn, you may draw 3 cards. If you use this Ability, your turn ends.'}",190,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 2}, 'Move Name': 'Scrap Short create category\n', 'Move Damage': '40', 'Move Damage Modifier': ('add', '40'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Put any number of Pokémon Tool cards from your discard pile in the Lost Zone. This attack does 40 more damage for each card you put in the Lost Zone in this way.'}]",058/196,F,Ultra-Rare Rare
