Name,Name w/ Set,Card Type,Evolution Stage,Previous Evolution,Ability,HP,Type,Weakness,Resistance,Retreat Cost,Moves,Card No,Card Mark,Card Rarity
Cherubi,Cherubi (Battle Styles 7),[],Basic,,,50,Grass,Fire,,1,"[{'Move Cost': {'Grass': 1}, 'Move Name': 'Leafage', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",011/159,E,Common
Carnivine,Carnivine (Crown Zenith 12),[],Basic,,,90,Grass,Fire,,1,"[{'Move Cost': {'Grass': 1}, 'Move Name': 'Festering Saliva', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Burned and Poisoned.""}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Bind Down', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, the Defending Pokémon can't retreat.""}]",012/159,F,Uncommon
Leafeon-V,Leafeon V (SWSH Promo 194),['V'],Basic,,,210,Grass,Fire,,2,"[{'Move Cost': {'Grass': 1}, 'Move Name': 'Leaf Guard', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).""}, {'Move Cost': {'Grass': 2, 'Colorless': 1}, 'Move Name': 'Slashing Strike', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't use Slashing Strike.""}]",013/159,F,Ultra-Rare Rare
Leafeon-VSTAR,Leafeon VSTAR (SWSH Promo 195),['VSTAR'],Pokémon VSTAREvolves from Leafeon V,Leafeon V,"{'Ability Name': 'Ivy Star', 'Ability Desc': ""During your turn, you may switch 1 of your opponent's Benched Pokémon with their Active Pokémon. (You can't use more than 1 VSTAR Power in a game.)""}",260,Grass,Fire,,2,"[{'Move Cost': {'Grass': 2, 'Colorless': 1}, 'Move Name': 'Leaf Guard', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).""}]",014/159,F,Rare VSTAR
Grubbin,Grubbin (Fusion Strike 18),[],Basic,,,70,Grass,Fire,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Energize', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Attach a  Energy card from your discard pile to this Pokémon.'}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Surprise Attack', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': 'Flip a coin. If tails, this attack does nothing.'}]",015/159,E,Common
Zarude,Zarude (Crown Zenith 16),[],Basic,,,120,Grass,Fire,,1,"[{'Move Cost': {'Grass': 1}, 'Move Name': 'Drag Off', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Switch 1 of your opponent's Benched Pokémon with their Active Pokémon. This attack does 20 damage to the new Active Pokémon.""}, {'Move Cost': {'Grass': 2}, 'Move Name': 'Triple Whip', 'Move Damage': '70', 'Move Damage Modifier': ('multiply', '70'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip 3 coins. This attack does 70 damage for each heads.'}]",016/159,F,Rare Holo
Calyrex,Calyrex (Crown Zenith 17),[],Basic,,,110,Grass,Fire,,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': ""King's Instructions"", 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': 'You may search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Grass': 1, 'Colorless': 2}, 'Move Name': 'Bloomshine', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': 'Heal 20 damage from each of your Pokémon.'}]",017/159,F,Rare Holo
Charizard-V,Charizard V (Brilliant Stars 17),['V'],Basic,,,220,Fire,Water,,2,"[{'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Incinerate', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ""Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon.""}, {'Move Cost': {'Fire': 3, 'Colorless': 1}, 'Move Name': 'Heat Blast', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': ''}]",018/159,F,Ultra-Rare Rare
Charizard-VSTAR,Charizard VSTAR (Brilliant Stars 18),['VSTAR'],Pokémon VSTAREvolves from Charizard V,Charizard V,,280,Fire,Water,,2,"[{'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Explosive Fire', 'Move Damage': '130', 'Move Damage Modifier': ('add', '130'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If this Pokémon has any damage counters on it, this attack does 100 more damage.'}, {'Move Cost': {'Fire': 3, 'Colorless': 1}, 'Move Name': 'Star Blaze', 'Move Damage': '320', 'Move Damage Modifier': None, 'Move Effect': ""Discard 2 Energy from this Pokémon. (You can't use more than 1 VSTAR Power in a game.)""}]",019/159,F,Rare VSTAR
Radiant Charizard,Radiant Charizard (Pokémon GO 11),[],Basic,,"{'Ability Name': 'Excited Heart', 'Ability Desc': ""This Pokémon's attacks cost  less for each Prize card your opponent has taken.""}",160,Fire,Water,,3,"[{'Move Cost': {'Fire': 1, 'Colorless': 4}, 'Move Name': 'Combustion Blast', 'Move Damage': '250', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't use Combustion Blast.""}]",020/159,F,Rare Radiant
Entei,Entei (Crown Zenith 21),[],Basic,,"{'Ability Name': 'Explosive Heat Dash', 'Ability Desc': 'If this Pokémon has any  Energy attached, it has no Retreat Cost.'}",120,Fire,Water,,2,"[{'Move Cost': {'Colorless': 3}, 'Move Name': 'Claw Slash', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ''}]",021/159,F,Rare Holo
Simisear-V,Simisear V (Brilliant Stars 27),['V'],Basic,,,210,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Bursting Power', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': 'You may attach up to 2 basic Energy cards from your hand to your Pokémon in any way you like.'}, {'Move Cost': {'Fire': 1, 'Colorless': 2}, 'Move Name': 'Flare Juggling', 'Move Damage': '90', 'Move Damage Modifier': ('add', '90'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.""}]",022/159,F,Ultra-Rare Rare
Simisear-VSTAR,Simisear VSTAR (Crown Zenith 23),['VSTAR'],Pokémon VSTAREvolves from Simisear V,Simisear V,,260,Fire,Water,,2,"[{'Move Cost': {'Fire': 1, 'Colorless': 2}, 'Move Name': 'Fireball Fever', 'Move Damage': '40', 'Move Damage Modifier': ('add', '40'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'You may discard up to 5 cards from the top of your deck. This attack does 40 more damage for each card you discarded in this way.'}, {'Move Cost': {'Fire': 1}, 'Move Name': 'Ember Star', 'Move Damage': '30', 'Move Damage Modifier': ('multiply', '30'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 30 damage for each Energy card in your discard pile. (You can't use more than 1 VSTAR Power in a game.)""}]",023/159,F,Rare VSTAR
Larvesta,Larvesta (Crown Zenith 24),[],Basic,,,80,Fire,Water,,3,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Live Coal', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",024/159,F,Common
Volcarona,Volcarona (Crown Zenith 25),[],Stage 1,Larvesta,,130,Fire,Water,,2,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Will-O-Wisp', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Volcanic Heat', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't attack.""}]",025/159,F,Rare
Volcanion,Volcanion (Crown Zenith 26),[],Basic,,,130,Fire,Water,,3,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Hammer In', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Hydro Burn', 'Move Damage': '80', 'Move Damage Modifier': ('add', '80'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If this Pokémon has any  Energy attached, this attack does 80 more damage.'}]",026/159,F,Rare Holo
Salandit,Salandit (Crown Zenith 27),[],Basic,,,70,Fire,Water,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Call for Family', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.'}, {'Move Cost': {'Fire': 1}, 'Move Name': 'Scratch', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",027/159,F,Common
Salazzle,Salazzle (Crown Zenith 28),[],Stage 1,Salandit,,120,Fire,Water,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Tail Trickery', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Confused.""}, {'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Super Singe', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Burned.""}]",028/159,F,Uncommon
Seel,Seel (Lost Origin 33),[],Basic,,,70,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Headbutt', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Rain Splash', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",029/159,F,Common
Galarian Mr. Mime,Galarian Mr. Mime (Battle Styles 34),[],Basic,,,80,Water,Metal,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Pound', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Find It', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck.'}]",030/159,E,Common
Wailmer,Wailmer (Crown Zenith 31),[],Basic,,,120,Water,Lightning,,3,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Nap', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Heal 30 damage from this Pokémon.'}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Water Gun', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': ''}]",031/159,F,Common
Wailord,Wailord (Crown Zenith 32),[],Stage 1,Wailmer,,220,Water,Lightning,,4,"[{'Move Cost': {'Colorless': 3}, 'Move Name': 'Bubble Drain', 'Move Damage': '80', 'Move Damage Modifier': None, 'Move Effect': 'Heal 30 damage from this Pokémon.'}, {'Move Cost': {'Water': 2, 'Colorless': 3}, 'Move Name': 'Heavy Impact', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': ''}]",032/159,F,Rare
Corphish,Corphish (Brilliant Stars 32),[],Basic,,,70,Water,Lightning,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Water Gun', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Crabhammer', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}]",033/159,F,Common
Snorunt,Snorunt (Chilling Reign 35),[],Basic,,,60,Water,Metal,,1,"[{'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Headbutt', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",034/159,E,Common
Luvdisc,Luvdisc (Crown Zenith 35),[],Basic,,,70,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Emotional Draw', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Shuffle your hand into your deck. Then, draw 5 cards.'}, {'Move Cost': {'Colorless': 1}, 'Move Name': 'Tackle', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",035/159,F,Common
Kyogre,Kyogre (Crown Zenith 36),[],Basic,,,140,Water,Lightning,,3,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Wave Summoning', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for a  Energy card and attach it to this Pokémon. Then, shuffle your deck.'}, {'Move Cost': {'Water': 3, 'Colorless': 1}, 'Move Name': 'Dynamic Wave', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Put 3 Energy attached to this Pokémon into your hand. This attack does 180 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",036/159,F,Rare Holo
Kyogre-V,Kyogre V (Crown Zenith 37),['V'],Basic,,,230,Water,Lightning,,3,"[{'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Dual Splash', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 50 damage to 2 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Water': 1, 'Colorless': 3}, 'Move Name': 'Aqua Typhoon', 'Move Damage': '210', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't use Aqua Typhoon.""}]",037/159,F,Ultra-Rare Rare
Glaceon-V,Glaceon V (SWSH Promo 196),['V'],Basic,,,210,Water,Metal,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Frost Charge', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for a  Energy card and attach it to this Pokémon. Then, shuffle your deck.'}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Freezing Wind', 'Move Damage': '130', 'Move Damage Modifier': None, 'Move Effect': ''}]",038/159,F,Ultra-Rare Rare
Shinx,Shinx (Battle Styles 46),[],Basic,,,60,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Rear Kick', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",039/159,E,Common
Shinx,Shinx (Crown Zenith 40),[],Basic,,,60,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Thunder Jolt', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 10 damage to itself.'}]",040/159,F,Common
Luxio,Luxio (Battle Styles 47),[],Stage 1,Shinx,,80,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Jumping Kick', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 30 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Head Bolt', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}]",041/159,E,Uncommon
Luxio,Luxio (Crown Zenith 42),[],Stage 1,Shinx,,90,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Shorting Spark', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 90 damage to each of your opponent's Pokémon that has a Pokémon Tool attached. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Bite', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}]",042/159,F,Uncommon
Luxray,Luxray (Battle Styles 48),[],Stage 2,Luxio,,150,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Electrostep', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 40 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Switch this Pokémon with 1 of your Benched Pokémon.""}, {'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Scar Strikes', 'Move Damage': '100', 'Move Damage Modifier': ('add', '100'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If your opponent's Active Pokémon already has any damage counters on it, this attack does 100 more damage.""}]",043/159,E,Rare
Luxray,Luxray (Crown Zenith 44),[],Stage 2,Luxio,"{'Ability Name': 'Explosiveness', 'Ability Desc': 'If this Pokémon is in your hand when you are setting up to play, you may put it face down as your Active Pokémon.'}",160,Lightning,Fighting,,0,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Seeking Fang', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 2 Trainer cards, reveal them, and put them into your hand. Then, shuffle your deck.'}]",044/159,F,Rare
Rotom-V,Rotom V (Lost Origin 58),['V'],Basic,,"{'Ability Name': 'Instant Charge', 'Ability Desc': 'Once during your turn, you may draw 3 cards. If you use this Ability, your turn ends.'}",190,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 2}, 'Move Name': 'Scrap Short', 'Move Damage': '40', 'Move Damage Modifier': ('add', '40'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Put any number of Pokémon Tool cards from your discard pile in the Lost Zone. This attack does 40 more damage for each card you put in the Lost Zone in this way.'}]",045/159,F,Ultra-Rare Rare
Rotom-VSTAR,Rotom VSTAR (Crown Zenith 46),['VSTAR'],Pokémon VSTAREvolves from Rotom V,Rotom V,"{'Ability Name': 'Conversion Star', 'Ability Desc': ""During your turn, you may use this Ability. Discard any number of cards from your hand. Then, draw that many cards. (You can't use more than 1 VSTAR Power in a game.)""}",250,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 2}, 'Move Name': 'Scrap Pulse', 'Move Damage': '80', 'Move Damage Modifier': ('add', '80'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Put any number of Pokémon Tool cards from your discard pile in the Lost Zone. This attack does 40 more damage for each card put in the Lost Zone in this way.'}]",046/159,F,Rare VSTAR
Emolga,Emolga (Evolving Skies 57),[],Basic,,,70,Lightning,Fighting,,0,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Thunder Shock', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",047/159,E,Common
Eelektrik,Eelektrik (Lost Origin 60),[],Stage 1,Tynamo,"{'Ability Name': 'Ad Hoc Shock', 'Ability Desc': ""When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}",80,Lightning,Fighting,,2,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Static Shock', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",048/159,F,Uncommon
Helioptile,Helioptile (Crown Zenith 49),[],Basic,,,70,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Static Shock', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Rear Kick', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",049/159,F,Common
Heliolisk,Heliolisk (Crown Zenith 50),[],Stage 1,Helioptile,,120,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Static Shock', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Wild Charge', 'Move Damage': '150', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 50 damage to itself.'}]",050/159,F,Rare
Radiant Charjabug,Radiant Charjabug (Crown Zenith 51),[],Basic,,"{'Ability Name': 'Shocking Block', 'Ability Desc': 'Whenever any player attaches an Energy card from their hand to 1 of their Pokémon V, put 2 damage counters on that Pokémon.'}",90,Lightning,Fighting,,2,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Linear Attack', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 30 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",051/159,F,Rare Radiant
Zeraora,Zeraora (Fusion Strike 102),[],Basic,,,120,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Wild Charge', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 20 damage to itself.'}]",052/159,E,Rare
Zeraora-V,Zeraora V (SWSH Promo 263),['V'],Basic,,,210,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Claw Slash', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Thunderous Bolt', 'Move Damage': '190', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't attack.""}]",053/159,F,Ultra-Rare Rare
Zeraora-VMAX,Zeraora VMAX (SWSH Promo 264),['VMAX'],Pokémon VMAXEvolves from Zeraora VDynamax,Zeraora VDynamax,,320,Lightning,Fighting,,2,"[{'Move Cost': {'Lightning': 2}, 'Move Name': 'Reactive Pulse', 'Move Damage': '60', 'Move Damage Modifier': ('multiply', '60'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 60 damage for each of your opponent's Pokémon in play that has an Ability.""}, {'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Max Fist', 'Move Damage': '240', 'Move Damage Modifier': None, 'Move Effect': 'Discard 2 Energy from this Pokémon.'}]",054/159,F,Rare VMAX
Zeraora-VSTAR,Zeraora VSTAR (SWSH Promo 265),['VSTAR'],Pokémon VSTAREvolves from Zeraora V,Zeraora V,,270,Lightning,Fighting,,0,"[{'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Crushing Beat', 'Move Damage': '190', 'Move Damage Modifier': None, 'Move Effect': 'You may discard a Stadium in play.'}, {'Move Cost': {'Lightning': 3, 'Colorless': 1}, 'Move Name': 'Lightning Storm Star', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Choose 1 of your opponent's Pokémon 4 times. (You can choose the same Pokémon more than once.) For each time you chose a Pokémon, do 60 damage to it. This damage isn't affected by Weakness or Resistance. (You can't use more than 1 VSTAR Power in a game.)""}]",055/159,F,Rare VSTAR
