Name,Name w/ Set,Card Type,Evolution Stage,Previous Evolution,Ability,HP,Type,Weakness,Resistance,Retreat Cost,Moves,Card No,Card Mark,Card Rarity
Clefairy,Clefairy (151 35),[],Basic,,,60,Psychic,Metal,,1,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'MoonViewing Invitation', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 3 Clefairy and put them onto your Bench. Then, shuffle your deck.'}, {'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Smack', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",035/165,G,Common
Clefable,Clefable (151 36),[],Stage 1,Clefairy,,100,Psychic,Metal,,2,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Follow Me', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Switch in 1 of your opponent's Benched Pokémon to the Active Spot.""}, {'Move Cost': {'Psychic': 3}, 'Move Name': 'More Moon', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ""If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card.""}]",036/165,G,Uncommon
Vulpix,Vulpix (151 37),[],Basic,,,70,Fire,Water,,1,"[{'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Super Singe', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Burned.""}]",037/165,G,Common
Ninetales-ex,Ninetales ex (151 38),['ex'],Stage 1,Vulpix,,260,Fire,Water,,2,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Heat Wave', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Burned.""}, {'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Mirrored Flames', 'Move Damage': '80', 'Move Damage Modifier': ('add', '80'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If you have the same number of cards in your hand as your opponent, this attack does 140 more damage.'}]",038/165,G,Double Rare
Jigglypuff,Jigglypuff (151 39),[],Basic,,,70,Colorless,Fighting,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Lead', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Stompy Stomp', 'Move Damage': '20', 'Move Damage Modifier': ('multiply', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip 2 coins. This attack does 20 damage for each heads.'}]",039/165,G,Common
Wigglytuff-ex,Wigglytuff ex (151 40),['ex'],Stage 1,Jigglypuff,"{'Ability Name': 'Expanding Body', 'Ability Desc': 'If this Pokémon has any Special Energy attached, it gets +100 HP.'}",250,Colorless,Fighting,,3,"[{'Move Cost': {'Colorless': 3}, 'Move Name': 'Friend Tackle', 'Move Damage': '90', 'Move Damage Modifier': ('add', '90'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If you played a Supporter card from your hand during this turn, this attack does 90 more damage.'}]",040/165,G,Double Rare
Zubat,Zubat (151 41),[],Basic,,"{'Ability Name': 'Revealing Echo', 'Ability Desc': 'Once during your turn, if this Pokémon is in the Active Spot, you may have your opponent reveal their hand.'}",40,Darkness,Lightning,Fighting,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Bite', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",041/165,G,Common
Golbat,Golbat (151 42),[],Stage 1,Zubat,,80,Darkness,Lightning,Fighting,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Skill Dive', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 40 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",042/165,G,Uncommon
Oddish,Oddish (151 43),[],Basic,,,60,Grass,Fire,,1,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Razor Leaf', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",043/165,G,Common
Gloom,Gloom (151 44),[],Stage 1,Oddish,"{'Ability Name': 'SemiBlooming Energy', 'Ability Desc': 'When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may look at the top 3 cards of your deck and attach any number of Basic Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck.'}",70,Grass,Fire,,1,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Drool', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",044/165,G,Uncommon
Vileplume,Vileplume (151 45),[],Stage 2,Gloom,"{'Ability Name': 'Fully Blooming Energy', 'Ability Desc': 'When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may look at the top 8 cards of your deck and attach any number of Basic Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck.'}",140,Grass,Fire,,2,"[{'Move Cost': {'Grass': 1, 'Colorless': 2}, 'Move Name': 'Solar Beam', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ''}]",045/165,G,Rare
Paras,Paras (151 46),[],Basic,,,70,Grass,Fire,,2,"[{'Move Cost': {'Grass': 1}, 'Move Name': 'Stampede', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Grass': 1, 'Colorless': 1}, 'Move Name': 'Spore Ball', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Asleep.""}]",046/165,G,Common
Parasect,Parasect (151 47),[],Stage 1,Paras,,120,Grass,Fire,,2,"[{'Move Cost': {'Grass': 1}, 'Move Name': 'Spread Filaments create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Flip 2 coins. Search your deck for a number of  Pokémon up to the number of heads and put them onto your Bench. Then, shuffle your deck.'}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Claw Slash', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}]",047/165,G,Uncommon
Venonat,Venonat (151 48),[],Basic,,,70,Grass,Fire,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Gnaw', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Grass': 1, 'Colorless': 2}, 'Move Name': 'Beam', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}]",048/165,G,Common
Venomoth,Venomoth (151 49),[],Stage 1,Venonat,,90,Grass,Fire,,1,"[{'Move Cost': {'Grass': 1}, 'Move Name': 'Perplexing Powder create category\n', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Confused. During your opponent's next turn, they can't play any Item cards from their hand.""}, {'Move Cost': {'Grass': 1, 'Colorless': 2}, 'Move Name': 'Speed Wing', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ''}]",049/165,G,Uncommon
Diglett,Diglett (151 50),[],Basic,,,50,Fighting,Grass,,1,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Headbutt Bounce', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fighting': 2}, 'Move Name': 'MudSlap', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",050/165,G,Common
Dugtrio,Dugtrio (151 51),[],Stage 1,Diglett,,90,Fighting,Grass,,1,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Headbutt Bounce', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fighting': 2}, 'Move Name': 'Mud Bomb', 'Move Damage': '80', 'Move Damage Modifier': None, 'Move Effect': ''}]",051/165,G,Uncommon
Meowth,Meowth (151 52),[],Basic,,,70,Colorless,Fighting,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Come Here Right Meow', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, switch in 1 of your opponent's Benched Pokémon to the Active Spot.""}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Dig Claws', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",052/165,G,Common
Persian,Persian (151 53),[],Stage 1,Meowth,"{'Ability Name': 'Rocket Call', 'Ability Desc': ""Once during your turn, you may search your deck for a Giovanni's Charisma card, reveal it, and put it into your hand. Then, shuffle your deck.""}",110,Colorless,Fighting,,1,"[{'Move Cost': {'Colorless': 3}, 'Move Name': 'Slash', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': ''}]",053/165,G,Uncommon
Psyduck,Psyduck (151 54),[],Basic,,,70,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Overthink create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, whenever they flip a coin, treat it as tails.""}, {'Move Cost': {'Water': 1}, 'Move Name': 'Water Gun', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",054/165,G,Common
Golduck,Golduck (151 55),[],Stage 1,Psyduck,,110,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Aquatic Rescue', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Put up to 4 Pokémon from your discard pile into your hand.'}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Super Splash', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ''}]",055/165,G,Uncommon
Mankey,Mankey (151 56),[],Basic,,,60,Fighting,Psychic,,1,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Thrash', 'Move Damage': '20', 'Move Damage Modifier': ('add', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin. If tails, this Pokémon also does 20 damage to itself. If heads, this attack does 20 more damage.'}]",056/165,G,Common
Primeape,Primeape (151 57),[],Stage 1,Mankey,,120,Fighting,Psychic,,2,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Rant and Rave create category\n', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon is now Confused.'}, {'Move Cost': {'Fighting': 1, 'Colorless': 2}, 'Move Name': 'Raging Smash create category\n', 'Move Damage': '150', 'Move Damage Modifier': None, 'Move Effect': ""If this Pokémon isn't Confused, this attack does nothing.""}]",057/165,G,Uncommon
Growlithe,Growlithe (151 58),[],Basic,,,80,Fire,Water,,2,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Vaporize', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ""Discard a  Energy from your opponent's Active Pokémon.""}]",058/165,G,Common
Arcanine,Arcanine (151 59),[],Stage 1,Growlithe,,150,Fire,Water,,4,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Torrid Torrent', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': 'Attach up to 2 Basic  Energy cards from your discard pile to this Pokémon.'}, {'Move Cost': {'Fire': 2, 'Colorless': 2}, 'Move Name': 'Dynamite Fang', 'Move Damage': '240', 'Move Damage Modifier': None, 'Move Effect': 'Discard 2  Energy from this Pokémon.'}]",059/165,G,Uncommon
Poliwag,Poliwag (151 60),[],Basic,,,60,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Bubble', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",060/165,G,Common
