Name,Name w/ Set,Card Type,Evolution Stage,Previous Evolution,Ability,HP,Type,Weakness,Resistance,Retreat Cost,Moves,Card No,Card Mark,Card Rarity
Armarouge,Armarouge (Scarlet & Violet 41),[],Stage 1,Charcadet,"{'Ability Name': 'Fire Off', 'Ability Desc': 'As often as you like during your turn, you may move a  Energy from 1 of your Benched Pokémon to your Active Pokémon.'}",130,Fire,Water,,2,"[{'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Flame Cannon', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Burned.""}]",015/091,G,Rare
Lapras,Lapras (Paldean Fates 16),[],Basic,,,110,Water,Metal,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Into the Deep', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Put up to 3 Basic Energy cards from your discard pile into your hand.'}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Freeze-Dry', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",016/091,G,Common
Frigibax,Frigibax (Paldean Fates 17),[],Basic,,,70,Water,Metal,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Collect', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Draw a card.'}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Beat', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",017/091,G,Common
Pikachu,Pikachu (Paldea Evolved 62),[],Basic,,,70,Lightning,Fighting,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Growl', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, the Defending Pokémon's attacks do 20 less damage (before applying Weakness and Resistance).""}, {'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Pika Bolt', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",018/091,G,Common
Raichu,Raichu (151 26),[],Stage 1,Pikachu,"{'Ability Name': 'Electrical Grounding', 'Ability Desc': ""When 1 of your Pokémon is Knocked Out by damage from an attack from your opponent's Pokémon, you may move a  Energy from that Pokémon to this Pokémon.""}",120,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Thunder', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': 'This Pokemon also does 50 damage to itself.'}]",019/091,G,Rare
Chinchou,Chinchou (Paldean Fates 20),[],Basic,,,60,Lightning,Fighting,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Shine On', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Look at the top card of your deck. You may put that card on the bottom of your deck.'}, {'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Tiny Charge', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",020/091,G,Common
Lanturn,Lanturn (Paldean Fates 21),[],Stage 1,Chinchou,,120,Lightning,Fighting,,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Lightning Ball', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Aqua Spark', 'Move Damage': '80', 'Move Damage Modifier': ('add', '80'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If this Pokémon has any  Energy attached, this attack does 120 more damage.'}]",021/091,G,Uncommon
Kilowattrel,Kilowattrel (Paldean Fates 22),[],Stage 1,Wattrel,,120,Lightning,Lightning,Fighting,0,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'United Thunder', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 10 damage for each Pokémon in your discard pile that has the United Wings attack to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Speed Wing', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ''}]",022/091,G,Uncommon
Exeggcute,Exeggcute (Paldean Fates 23),[],Basic,,,60,Psychic,Darkness,Fighting,2,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Hypnosis', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Asleep.""}, {'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Rolling Tackle', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",023/091,G,Common
Exeggutor,Exeggutor (Paldean Fates 24),[],Stage 1,Exeggcute,,130,Psychic,Darkness,Fighting,2,"[{'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Hypnoblast', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Asleep.""}, {'Move Cost': {'Psychic': 2, 'Colorless': 1}, 'Move Name': 'Psychic Loop', 'Move Damage': '160', 'Move Damage Modifier': None, 'Move Effect': 'Put 2 Energy attached to this Pokémon into your hand.'}]",024/091,G,Rare
Natu,Natu (Paradox Rift 71),[],Basic,,,50,Psychic,Darkness,Fighting,1,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Triple Strike', 'Move Damage': '10', 'Move Damage Modifier': ('multiply', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip 3 coins. This attack does 10 damage for each heads.'}]",025/091,G,Common
Xatu,Xatu (Paradox Rift 72),[],Stage 1,Natu,"{'Ability Name': 'Clairvoyant Sense', 'Ability Desc': 'Once during your turn, you may attach a Basic  Energy card from your hand to 1 of your Benched Pokémon. If you attached Energy to a Pokémon in this way, draw 2 cards.'}",100,Psychic,Darkness,Fighting,1,"[{'Move Cost': {'Psychic': 1, 'Colorless': 2}, 'Move Name': 'Super Psy Bolt', 'Move Damage': '80', 'Move Damage Modifier': None, 'Move Effect': ''}]",026/091,G,Rare
Ralts,Ralts (Scarlet & Violet 84),[],Basic,,,70,Psychic,Darkness,Fighting,1,"[{'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Psyshot', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",027/091,G,Common
Kirlia,Kirlia (Scarlet & Violet 85),[],Stage 1,Ralts,,90,Psychic,Darkness,Fighting,1,"[{'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Magical Shot', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Psychic': 2, 'Colorless': 1}, 'Move Name': 'Psychic', 'Move Damage': '60', 'Move Damage Modifier': ('add', '60'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.""}]",028/091,G,Common
Gardevoir-ex,Gardevoir ex (Scarlet & Violet 86),['ex'],Stage 2,Kirlia,"{'Ability Name': 'Psychic Embrace', 'Ability Desc': ""As often as you like during your turn, you may attach a Basic  Energy card from your discard pile to 1 of your  Pokémon. If you attached Energy to a Pokémon in this way, put 2 damage counters on that Pokémon. You can't use this Ability on a Pokémon that would be Knocked Out.""}",310,Psychic,Darkness,Fighting,2,"[{'Move Cost': {'Psychic': 2, 'Colorless': 1}, 'Move Name': 'Miracle Force', 'Move Damage': '190', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon recovers from all Special Conditions.'}]",029/091,G,Double Rare
Chimecho,Chimecho (Paldean Fates 30),[],Basic,,,70,Psychic,Darkness,Fighting,1,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Sleep Inducer', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Switch in 1 of your opponent's Benched Pokémon to the Active Spot. The new Active Pokémon is now Asleep.""}, {'Move Cost': {'Psychic': 1, 'Colorless': 2}, 'Move Name': 'Psyshot', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': ''}]",030/091,G,Common
Mime Jr.,Mime Jr. (Paldean Fates 31),[],Basic,,,30,Psychic,Darkness,Fighting,0,"[{'Move Cost': {}, 'Move Name': 'Mimed Games', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Your opponent chooses an attack from 1 of their Pokémon in play. Use the chosen attack as this attack.'}]",031/091,G,Common
Woobat,Woobat (Paldean Fates 32),[],Basic,,,60,Psychic,Lightning,Fighting,1,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Reckless Charge', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 10 damage to itself.'}]",032/091,G,Common
Swoobat,Swoobat (Paldean Fates 33),[],Stage 1,Woobat,,90,Psychic,Lightning,Fighting,1,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Attraction Wave', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Confused. Put 6 damage counters instead of 3 on that Pokémon for this Special Condition.""}]",033/091,G,Uncommon
Cottonee,Cottonee (Paldean Fates 34),[],Basic,,,60,Psychic,Metal,,1,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Fickle Attack', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': 'Flip a coin. If tails, this attack does nothing.'}]",034/091,G,Common
Whimsicott,Whimsicott (Paldean Fates 35),[],Stage 1,Cottonee,,90,Psychic,Metal,,0,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Fairy Wind', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}]",035/091,G,Uncommon
Dedenne,Dedenne (Paldean Fates 36),[],Basic,,,70,Psychic,Metal,,1,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Minor Errand-Running', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Spin Turn', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': 'Switch this Pokémon with 1 of your Benched Pokémon.'}]",036/091,G,Common
Mimikyu,Mimikyu (Paldea Evolved 97),[],Basic,,"{'Ability Name': 'Safeguard', 'Ability Desc': ""Prevent all damage done to this Pokémon by attacks from your opponent's Pokémon ex and Pokémon V.""}",70,Psychic,Metal,,1,"[{'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Ghost Eye', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Put 7 damage counters on your opponent's Active Pokémon.""}]",037/091,G,Rare
Fidough,Fidough (Scarlet & Violet 97),[],Basic,,,50,Psychic,Metal,,1,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Rear Kick', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",038/091,G,Common
Dachsbun,Dachsbun (Scarlet & Violet 99),[],Stage 1,Fidough,"{'Ability Name': 'WellBaked Body', 'Ability Desc': ""This Pokémon can't be Burned. Prevent all damage done to this Pokémon by attacks from your opponent's  Pokémon.""}",90,Psychic,Metal,,1,"[{'Move Cost': {'Psychic': 1, 'Colorless': 2}, 'Move Name': 'Headbutt Bounce', 'Move Damage': '100', 'Move Damage Modifier': None, 'Move Effect': ''}]",039/091,G,Uncommon
Ceruledge,Ceruledge (Paldea Evolved 98),[],Stage 1,Charcadet,,140,Psychic,Darkness,Fighting,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Life Sucker', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': 'Heal 30 damage from this Pokémon.'}, {'Move Cost': {'Psychic': 1, 'Colorless': 2}, 'Move Name': 'Fighting Sword', 'Move Damage': '100', 'Move Damage Modifier': ('add', '100'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 100 more damage.""}]",040/091,G,Rare
Flittle,Flittle (Paldean Fates 41),[],Basic,,,30,Psychic,Darkness,Fighting,1,"[{'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Psy Bolt', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",041/091,G,Common
Greavard,Greavard (Scarlet & Violet 104),[],Basic,,,70,Psychic,Darkness,Fighting,2,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Graveyard Gamboling', 'Move Damage': '10', 'Move Damage Modifier': ('multiply', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 10 damage for each  Pokémon in your discard pile.'}]",042/091,G,Common
Houndstone,Houndstone (Scarlet & Violet 106),[],Stage 1,Greavard,,140,Psychic,Darkness,Fighting,3,"[{'Move Cost': {'Psychic': 2}, 'Move Name': 'Last Respects', 'Move Damage': '80', 'Move Damage Modifier': ('add', '80'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 10 more damage for each  Pokémon in your discard pile.'}]",043/091,G,Rare
Gimmighoul,Gimmighoul (Paldean Fates 44),[],Basic,,,50,Psychic,Darkness,Fighting,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Chest-ouflage', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.""}, {'Move Cost': {'Colorless': 1}, 'Move Name': 'Ram', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",044/091,G,Common
Mankey,Mankey (Scarlet & Violet 107),[],Basic,,,60,Fighting,Psychic,,1,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Monkey Beatdown', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 10 damage to itself.'}]",045/091,G,Common
Primeape,Primeape (Scarlet & Violet 108),[],Stage 1,Mankey,,90,Fighting,Psychic,,1,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Raging Punch', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon does 20 damage to itself.'}]",046/091,G,Uncommon
Annihilape,Annihilape (Scarlet & Violet 109),[],Stage 2,Primeape,,140,Fighting,Psychic,,2,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Rage Fist', 'Move Damage': '70', 'Move Damage Modifier': ('multiply', '70'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 70 damage for each Prize card your opponent has taken.'}, {'Move Cost': {'Fighting': 2}, 'Move Name': 'Dynamite Punch', 'Move Damage': '170', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 50 damage to itself.'}]",047/091,G,Rare
Phanpy,Phanpy (Paldean Fates 48),[],Basic,,,80,Fighting,Grass,,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Strength', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fighting': 2, 'Colorless': 1}, 'Move Name': 'Rolling Tackle', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}]",048/091,G,Common
Donphan,Donphan (Paldean Fates 49),[],Stage 1,Phanpy,,150,Fighting,Grass,,3,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Cragalanche', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Discard the top 2 cards of your opponent's deck.""}, {'Move Cost': {'Fighting': 2, 'Colorless': 1}, 'Move Name': 'Powerful Spin', 'Move Damage': '160', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't attack.""}]",049/091,G,Uncommon
Barboach,Barboach (Obsidian Flames 108),[],Basic,,,70,Fighting,Grass,,2,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Hide', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.""}, {'Move Cost': {'Fighting': 1, 'Colorless': 1}, 'Move Name': 'Mud-Slap', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",050/091,G,Common
Clobbopus,Clobbopus (Paldean Fates 51),[],Basic,,,70,Fighting,Psychic,,2,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Feint', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""This attack's damage isn't affected by Resistance.""}]",051/091,G,Common
Grapploct,Grapploct (Paldean Fates 52),[],Stage 1,Clobbopus,,120,Fighting,Psychic,,2,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Slow-Acting Syncope', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""At the end of your opponent's next turn, the Defending Pokémon will be Knocked Out.""}, {'Move Cost': {'Fighting': 2, 'Colorless': 1}, 'Move Name': 'Mach Cross', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ''}]",052/091,G,Uncommon
Great Tusk-ex,Great Tusk ex (Paldean Fates 53),"['ex', 'Ancient']",Basic,,"{'Ability Name': 'Quaking Demolition', 'Ability Desc': 'Once at the end of your turn (after your attack), if this Pokémon is in the Active Spot, you must discard the top 5 cards of your deck.'}",250,Fighting,Psychic,,4,"[{'Move Cost': {'Fighting': 1, 'Colorless': 3}, 'Move Name': 'Great Bash', 'Move Damage': '260', 'Move Damage Modifier': None, 'Move Effect': ""This attack's damage isn't affected by any effects on your opponent's Active Pokémon.""}]",053/091,G,Double Rare
Charizard-ex,Charizard ex (Obsidian Flames 125),['ex'],Stage 2,Charmeleon,"{'Ability Name': 'Infernal Reign', 'Ability Desc': 'When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may search your deck for up to 3 Basic  Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.'}",330,Darkness,Grass,,2,"[{'Move Cost': {'Fire': 2}, 'Move Name': 'Burning Darkness', 'Move Damage': '180', 'Move Damage Modifier': ('add', '180'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 30 more damage for each Prize card your opponent has taken.'}]",054/091,G,Double Rare
Gastly,Gastly (Paldean Fates 55),[],Basic,,,50,Darkness,Fighting,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Allure', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Draw a card.'}, {'Move Cost': {'Darkness': 1, 'Colorless': 1}, 'Move Name': 'Will-O-Wisp', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",055/091,G,Common
Haunter,Haunter (Paldean Fates 56),[],Stage 1,Gastly,,80,Darkness,Fighting,,1,"[{'Move Cost': {'Darkness': 1, 'Colorless': 1}, 'Move Name': 'Dark Slumber', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Asleep.""}]",056/091,G,Common
Gengar,Gengar (Paldean Fates 57),[],Stage 2,Haunter,"{'Ability Name': 'Night Gate', 'Ability Desc': 'Once during your turn, you may switch your Active Pokémon with 1 of your Benched Pokémon.'}",130,Darkness,Fighting,,1,"[{'Move Cost': {'Darkness': 1, 'Colorless': 1}, 'Move Name': 'Nightmare', 'Move Damage': '100', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Asleep.""}]",057/091,G,Uncommon
Paldean Wooper,Paldean Wooper (Paldea Evolved 128),[],Basic,,,60,Darkness,Fighting,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Find a Home', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Darkness': 1}, 'Move Name': 'Ram', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",058/091,G,Common
Paldean Clodsire-ex,Paldean Clodsire ex (Paldea Evolved 130),['ex'],Stage 1,Paldean Wooper,"{'Ability Name': 'Toxic Wetland', 'Ability Desc': ""Once during your turn, if a Stadium is in play, you may make your opponent's Active Pokémon Poisoned.""}",280,Darkness,Fighting,,3,"[{'Move Cost': {'Darkness': 1, 'Colorless': 2}, 'Move Name': 'Needle Bone', 'Move Damage': '200', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If tails, during your next turn, this Pokémon can't attack.""}]",059/091,G,Double Rare
Scraggy,Scraggy (Paldean Fates 60),[],Basic,,,70,Darkness,Grass,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Low Kick', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Darkness': 2, 'Colorless': 1}, 'Move Name': 'Headstrike', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}]",060/091,G,Common
