Name,Name w/ Set,Card Type,Evolution Stage,Previous Evolution,Ability,HP,Type,Weakness,Resistance,Retreat Cost,Moves,Card No,Card Mark,Card Rarity
Radiant Charizard,Radiant Charizard (Pokémon GO 11),[],Basic,,"{'Ability Name': 'Excited Heart', 'Ability Desc': ""This Pokémon's attacks cost  less for each Prize card your opponent has taken.""}",160,Fire,Water,,3,"[{'Move Cost': {'Fire': 1, 'Colorless': 4}, 'Move Name': 'Combustion Blast', 'Move Damage': '250', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't use Combustion Blast.""}]",011/078,F,Rare Radiant
Moltres,Moltres (Pokémon GO 12),[],Basic,,"{'Ability Name': 'Flare Symbol', 'Ability Desc': ""Your Basic  Pokémon's attacks, except any Moltres, do 10 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).""}",120,Fire,Water,,2,"[{'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Fire Wing', 'Move Damage': '110', 'Move Damage Modifier': None, 'Move Effect': ''}]",012/078,F,Rare Holo
Numel,Numel (Pokémon GO 13),[],Basic,,,80,Fire,Water,,3,"[{'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Tackle', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Stomp', 'Move Damage': '50', 'Move Damage Modifier': ('add', '50'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin. If heads, this attack does 50 more damage.'}]",013/078,F,Common
Camerupt,Camerupt (Pokémon GO 14),[],Stage 1,Numel,,140,Fire,Water,,4,"[{'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Split Bomb', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 50 damage to 2 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Heat Blast', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': ''}]",014/078,F,Uncommon
Squirtle,Squirtle (Pokémon GO 15),[],Basic,,,70,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Water Gun', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",015/078,F,Common
Wartortle,Wartortle (Pokémon GO 16),[],Stage 1,Squirtle,,90,Water,Lightning,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Water Gun', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Hydro Pump', 'Move Damage': '50', 'Move Damage Modifier': ('add', '50'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 10 more damage for each  Energy attached to this Pokémon.'}]",016/078,F,Uncommon
Blastoise,Blastoise (Pokémon GO 17),[],Stage 2,Wartortle,"{'Ability Name': 'Vitality Spring', 'Ability Desc': 'Once during your turn, you may search your deck for up to 6 Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck. If you use this Ability, your turn ends.'}",170,Water,Lightning,,3,"[{'Move Cost': {'Colorless': 4}, 'Move Name': 'Hydro Pump', 'Move Damage': '90', 'Move Damage Modifier': ('add', '90'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 30 more damage for each  Energy attached to this Pokémon.'}]",017/078,F,Rare Holo
Radiant Blastoise,Radiant Blastoise (Pokémon GO 18),[],Basic,,"{'Ability Name': 'Pump Shot', 'Ability Desc': ""You must discard a  Energy card from your hand in order to use this Ability. Once during your turn, you may put 2 damage counters on 1 of your opponent's Benched Pokémon.""}",150,Water,Lightning,,2,"[{'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Torrential Cannon', 'Move Damage': '170', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't use Torrential Cannon.""}]",018/078,F,Rare Radiant
Slowpoke,Slowpoke (Pokémon GO 19),[],Basic,,,70,Water,Lightning,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Hold Still create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Heal 30 damage from this Pokémon.'}, {'Move Cost': {'Water': 1}, 'Move Name': 'Ideal Fishing Day create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Put an Item card from your discard pile into your hand.'}]",019/078,F,Common
Slowbro,Slowbro (Pokémon GO 20),[],Stage 1,Slowpoke,,120,Water,Lightning,,3,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Tumbling Tackle', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': 'Both Active Pokémon are now Asleep.'}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Twilight Inspiration create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'You can use this attack only if your opponent has exactly 1 Prize card remaining. Take 2 Prize cards.'}]",020/078,F,Uncommon
Magikarp,Magikarp (Pokémon GO 21),[],Basic,,,30,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Lively Grouping create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for any number of Magikarp, reveal them, and put them into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Raging Fin create category\n', 'Move Damage': '10', 'Move Damage Modifier': ('add', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 30 more damage for each Magikarp and Gyarados in your discard pile.'}]",021/078,F,Common
Gyarados,Gyarados (Pokémon GO 22),[],Stage 1,Magikarp,,170,Water,Lightning,,3,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Wreak Havoc', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin until you get tails. For each heads, discard the top 2 cards of your opponent's deck.""}, {'Move Cost': {'Water': 2, 'Colorless': 2}, 'Move Name': 'Wild Splash', 'Move Damage': '230', 'Move Damage Modifier': None, 'Move Effect': 'Discard the top 5 cards of your deck.'}]",022/078,F,Rare Holo
Lapras,Lapras (Pokémon GO 23),[],Basic,,,120,Water,Lightning,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Ice Beam', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Surf', 'Move Damage': '110', 'Move Damage Modifier': None, 'Move Effect': ''}]",023/078,F,Rare Holo
Articuno,Articuno (Pokémon GO 24),[],Basic,,"{'Ability Name': 'Ice Symbol', 'Ability Desc': ""Your Basic  Pokémon's attacks, except any Articuno, do 10 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).""}",120,Water,Metal,,2,"[{'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Freezing Wind', 'Move Damage': '110', 'Move Damage Modifier': None, 'Move Effect': ''}]",024/078,F,Rare Holo
Wimpod,Wimpod (Pokémon GO 25),[],Basic,,"{'Ability Name': 'Punk Out', 'Ability Desc': 'If your opponent has any Pokémon V in play, this Pokémon has no Retreat Cost.'}",70,Water,Lightning,,3,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Gnaw', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",025/078,F,Common
Golisopod,Golisopod (Pokémon GO 26),[],Stage 1,Wimpod,,130,Water,Lightning,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'First Impression', 'Move Damage': '20', 'Move Damage Modifier': ('add', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 90 more damage.'}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Slash', 'Move Damage': '100', 'Move Damage Modifier': None, 'Move Effect': ''}]",026/078,F,Rare Holo
Pikachu,Pikachu (Pokémon GO 27),[],Basic,,,60,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Buddy Bolt', 'Move Damage': '30', 'Move Damage Modifier': ('add', '30'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If you played a Supporter card from your hand during this turn, this attack does 30 more damage.'}]",027/078,F,Common
Pikachu,Pikachu (Pokémon GO 28),[],Basic,,,70,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Wild Charge', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 30 damage to itself.'}]",028/078,F,Rare Holo
Zapdos,Zapdos (Pokémon GO 29),[],Basic,,"{'Ability Name': 'Lightning Symbol', 'Ability Desc': ""Your Basic  Pokémon's attacks, except any Zapdos, do 10 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).""}",120,Lightning,Fighting,,2,"[{'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'Electric Ball', 'Move Damage': '110', 'Move Damage Modifier': None, 'Move Effect': ''}]",029/078,F,Rare Holo
Mewtwo-V,Mewtwo V (Pokémon GO 30),['V'],Basic,,,220,Psychic,Darkness,Fighting,2,"[{'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Super Psy Bolt', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Psychic': 2, 'Colorless': 1}, 'Move Name': 'Transfer Break create category\n', 'Move Damage': '160', 'Move Damage Modifier': None, 'Move Effect': 'Move an Energy from this Pokémon to 1 of your Benched Pokémon.'}]",030/078,F,Ultra-Rare Rare
Mewtwo-VSTAR,Mewtwo VSTAR (Pokémon GO 31),['VSTAR'],Pokémon VSTAREvolves from Mewtwo V,Mewtwo V,,280,Psychic,Darkness,Fighting,2,"[{'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Psy Purge create category\n', 'Move Damage': '90', 'Move Damage Modifier': ('multiply', '90'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Discard up to 3  Energy from your Pokémon. This attack does 90 damage for each card you discarded in this way.'}, {'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Star Raid create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 120 damage to each of your opponent's Pokémon V. This damage isn't affected by Weakness or Resistance. (You can't use more than 1 VSTAR Power in a game.)""}]",031/078,F,Rare VSTAR
Natu,Natu (Pokémon GO 32),[],Basic,,,50,Psychic,Darkness,Fighting,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Nap', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Heal 20 damage from this Pokémon.'}, {'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Peck', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",032/078,F,Common
Xatu,Xatu (Pokémon GO 33),[],Stage 1,Natu,,110,Psychic,Darkness,Fighting,0,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Pinpoint Wave create category\n', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 90 damage to 1 of your opponent's Pokémon V. This damage isn't affected by Weakness or Resistance.""}, {'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Mind Bend', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Confused.""}]",033/078,F,Uncommon
Lunatone,Lunatone (Pokémon GO 34),[],Basic,,,90,Psychic,Darkness,Fighting,1,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Cycle Draw', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Discard a card from your hand. If you do, draw 3 cards.'}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Moon Kinesis', 'Move Damage': '30', 'Move Damage Modifier': ('add', '30'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 30 more damage for each  Energy attached to this Pokémon.'}]",034/078,F,Uncommon
Sylveon,Sylveon (Pokémon GO 35),[],Stage 1,Eevee,,120,Psychic,Metal,,1,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Souvenir', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Wonder Flash', 'Move Damage': '90', 'Move Damage Modifier': ('add', '90'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If your opponent's Active Pokémon is a  Pokémon, this attack does 90 more damage.""}]",035/078,F,Rare Holo
Onix,Onix (Pokémon GO 36),[],Basic,,,120,Fighting,Grass,,4,"[{'Move Cost': {'Colorless': 3}, 'Move Name': 'Rock Tomb', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, the Defending Pokémon can't retreat.""}, {'Move Cost': {'Fighting': 2, 'Colorless': 2}, 'Move Name': 'Raging Swing create category\n', 'Move Damage': '50', 'Move Damage Modifier': ('multiply', '50'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 50 damage for each damage counter on this Pokémon.'}]",036/078,F,Common
Larvitar,Larvitar (Pokémon GO 37),[],Basic,,,60,Fighting,Grass,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Rock Smash', 'Move Damage': '10', 'Move Damage Modifier': ('add', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin. If heads, this attack does 10 more damage.'}]",037/078,F,Common
Pupitar,Pupitar (Pokémon GO 38),[],Stage 1,Larvitar,,90,Fighting,Grass,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Crashing Bullet create category\n', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""This attack also does 20 damage to each Benched Pokémon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Fighting': 1, 'Colorless': 2}, 'Move Name': 'Tackle', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': ''}]",038/078,F,Uncommon
Solrock,Solrock (Pokémon GO 39),[],Basic,,"{'Ability Name': 'Sun Energy', 'Ability Desc': 'Once during your turn, you may attach a  Energy card from your discard pile to 1 of your Lunatone.'}",90,Fighting,Grass,,1,"[{'Move Cost': {'Fighting': 1, 'Colorless': 1}, 'Move Name': 'Spinning Attack', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}]",039/078,F,Uncommon
Conkeldurr-V,Conkeldurr V (Pokémon GO 40),['V'],Basic,,,230,Fighting,Psychic,,3,"[{'Move Cost': {'Fighting': 1}, 'Move Name': 'Counter', 'Move Damage': '20', 'Move Damage Modifier': ('add', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If this Pokémon was damaged by an attack during your opponent's last turn, this attack does that much more damage.""}, {'Move Cost': {'Fighting': 1, 'Colorless': 2}, 'Move Name': 'Dynamic Punch', 'Move Damage': '90', 'Move Damage Modifier': ('add', '90'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""Flip a coin. If heads, this attack does 90 more damage, and your opponent's Active Pokémon is now Confused.""}]",040/078,F,Ultra-Rare Rare
Alolan Rattata,Alolan Rattata (Pokémon GO 41),[],Basic,,,40,Darkness,Grass,,1,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Hyper Fang', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': 'Flip a coin. If tails, this attack does nothing.'}]",041/078,F,Common
Alolan Raticate,Alolan Raticate (Pokémon GO 42),[],Stage 1,Alolan Rattata,,120,Darkness,Grass,,3,"[{'Move Cost': {'Darkness': 1}, 'Move Name': 'Chase Up', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for a card and put it into your hand. Then, shuffle your deck.'}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Super Fang', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Put damage counters on your opponent's Active Pokémon until its remaining HP is 10.""}]",042/078,F,Common
Tyranitar,Tyranitar (Pokémon GO 43),[],Stage 2,Pupitar,,180,Darkness,Grass,,3,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Raging Crash create category\n', 'Move Damage': '10', 'Move Damage Modifier': ('multiply', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 10 damage for each damage counter on all of your Benched Pokémon.'}, {'Move Cost': {'Darkness': 2, 'Colorless': 2}, 'Move Name': 'Earthquake', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': ""This attack also does 20 damage to each of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",043/078,F,Rare Holo
Steelix,Steelix (Pokémon GO 44),[],Stage 1,Onix,,180,Metal,Fire,Grass,4,"[{'Move Cost': {'Colorless': 3}, 'Move Name': 'Body Slam', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}, {'Move Cost': {'Metal': 1, 'Colorless': 3}, 'Move Name': 'Iron Buster create category\n', 'Move Damage': '170', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't attack.""}]",044/078,F,Uncommon
Meltan,Meltan (Pokémon GO 45),[],Basic,,,70,Metal,Fire,Grass,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Thunder Shock', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",045/078,F,Common
Melmetal,Melmetal (Pokémon GO 46),[],Stage 1,Meltan,,160,Metal,Fire,Grass,4,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Headbutt', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Metal': 1, 'Colorless': 2}, 'Move Name': 'Swinging Smash create category\n', 'Move Damage': '30', 'Move Damage Modifier': ('add', '30'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip 2 coins. This attack does 90 more damage for each heads.'}]",046/078,F,Rare Holo
Melmetal-V,Melmetal V (Pokémon GO 47),['V'],Basic,,,220,Metal,Fire,Grass,3,"[{'Move Cost': {'Metal': 2}, 'Move Name': 'Arm Charge', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': 'You may attach a  Energy card from your hand to this Pokémon.'}, {'Move Cost': {'Metal': 3}, 'Move Name': 'Mega Punch', 'Move Damage': '140', 'Move Damage Modifier': None, 'Move Effect': ''}]",047/078,F,Ultra-Rare Rare
Melmetal-VMAX,Melmetal VMAX (Pokémon GO 48),['VMAX'],Pokémon VMAXEvolves from Melmetal VGigantamax,Melmetal VGigantamax,,330,Metal,Fire,Grass,4,"[{'Move Cost': {'Metal': 3}, 'Move Name': 'GMax Juggernaut create category\n', 'Move Damage': '160', 'Move Damage Modifier': ('add', '160'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 60 more damage for each extra  Energy attached to this Pokémon (in addition to this attack's cost). You can't add more than 120 damage in this way.""}]",048/078,F,Rare VMAX
Dragonite-V,Dragonite V (Pokémon GO 49),['V'],Basic,,,230,Dragon,,,2,"[{'Move Cost': {'Water': 1, 'Lightning': 1}, 'Move Name': 'Hyper Beam', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ""Discard an Energy from your opponent's Active Pokémon.""}, {'Move Cost': {'Water': 1, 'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Buster Tail', 'Move Damage': '160', 'Move Damage Modifier': None, 'Move Effect': ''}]",049/078,F,Ultra-Rare Rare
Dragonite-VSTAR,Dragonite VSTAR (Pokémon GO 50),['VSTAR'],Pokémon VSTAREvolves from Dragonite V,Dragonite V,,280,Dragon,,,2,"[{'Move Cost': {'Water': 1, 'Lightning': 1, 'Colorless': 2}, 'Move Name': 'Giga Impact', 'Move Damage': '250', 'Move Damage Modifier': None, 'Move Effect': ""During your next turn, this Pokémon can't attack.""}, {'Move Cost': {'Colorless': 1}, 'Move Name': 'Draconic Star', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Look at the top 12 cards of your deck and attach any number of  or  Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck. (You can't use more than 1 VSTAR Power in a game.)""}]",050/078,F,Rare VSTAR
Chansey,Chansey (Pokémon GO 51),[],Basic,,,130,Colorless,Fighting,,3,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Delicious Egg', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Heal 30 damage from 1 of your Benched Pokémon.'}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Gentle Slap', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",051/078,F,Common
Blissey,Blissey (Pokémon GO 52),[],Stage 1,Chansey,,200,Colorless,Fighting,,4,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Enriching Egg', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Heal all damage from 1 of your Benched Pokémon.'}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Zen Headbutt', 'Move Damage': '100', 'Move Damage Modifier': None, 'Move Effect': ''}]",052/078,F,Rare Holo
Ditto,Ditto (Pokémon GO 53),[],Basic,,"{'Ability Name': 'Sudden Transformation', 'Ability Desc': 'This Pokémon can use the attacks of any Basic Pokémon in your discard pile, except for Pokémon with a Rule Box (Pokémon V, Pokémon-GX, etc. have Rule Boxes). (You still need the necessary Energy to use each attack.)'}",70,Colorless,Fighting,,1,[],053/078,F,Rare Holo
