Name,Name w/ Set,Card Type,Evolution Stage,Previous Evolution,Ability,HP,Type,Weakness,Resistance,Retreat Cost,Moves,Card No,Card Mark,Card Rarity
Shaymin-V,Shaymin V (Brilliant Stars 13),['V'],Basic,,,190,Grass,Fire,,1,"[{'Move Cost': {'Grass': 1}, 'Move Name': 'Flap', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Grass': 1, 'Colorless': 1}, 'Move Name': 'Revenge Blast', 'Move Damage': '60', 'Move Damage Modifier': ('add', '60'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 40 more damage for each Prize card your opponent has taken.'}]",013/172,F,Ultra-Rare Rare
Shaymin-VSTAR,Shaymin VSTAR (Brilliant Stars 14),['VSTAR'],Pokémon VSTAREvolves from Shaymin V,Shaymin V,"{'Ability Name': 'Star Bloom', 'Ability Desc': ""During your turn, you may heal 120 damage from each of your Benched  Pokémon. (You can't use more than 1 VSTAR Power in a game.)""}",250,Grass,Fire,,1,"[{'Move Cost': {'Grass': 1, 'Colorless': 1}, 'Move Name': 'Revenge Blast', 'Move Damage': '120', 'Move Damage Modifier': ('add', '120'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 40 more damage for each Prize card your opponent has taken.'}]",014/172,F,Rare VSTAR
Karrablast,Karrablast (Brilliant Stars 15),[],Basic,,,70,Grass,Fire,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Peck', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",015/172,F,Common
Zarude-V,Zarude V (Brilliant Stars 16),['V'],Basic,,,220,Grass,Fire,,2,"[{'Move Cost': {'Grass': 1}, 'Move Name': 'Leap to Leap', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Grass': 2, 'Colorless': 1}, 'Move Name': 'Jungle Rage', 'Move Damage': '120', 'Move Damage Modifier': ('add', '120'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If your opponent's Active Pokémon is a Pokémon V, this attack does 120 more damage.""}]",016/172,F,Ultra-Rare Rare
Charizard-V,Charizard V (Brilliant Stars 17),['V'],Basic,,,220,Fire,Water,,2,"[{'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Incinerate', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ""Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon.""}, {'Move Cost': {'Fire': 3, 'Colorless': 1}, 'Move Name': 'Heat Blast', 'Move Damage': '180', 'Move Damage Modifier': None, 'Move Effect': ''}]",017/172,F,Ultra-Rare Rare
Charizard-VSTAR,Charizard VSTAR (Brilliant Stars 18),['VSTAR'],Pokémon VSTAREvolves from Charizard V,Charizard V,,280,Fire,Water,,2,"[{'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Explosive Fire', 'Move Damage': '130', 'Move Damage Modifier': ('add', '130'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If this Pokémon has any damage counters on it, this attack does 100 more damage.'}, {'Move Cost': {'Fire': 3, 'Colorless': 1}, 'Move Name': 'Star Blaze', 'Move Damage': '320', 'Move Damage Modifier': None, 'Move Effect': ""Discard 2 Energy from this Pokémon. (You can't use more than 1 VSTAR Power in a game.)""}]",018/172,F,Rare VSTAR
Magmar,Magmar (Brilliant Stars 19),[],Basic,,,90,Fire,Water,,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Low Kick', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Fiery Punch', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': ''}]",019/172,F,Common
Magmortar,Magmortar (Brilliant Stars 20),[],Stage 1,Magmar,,140,Fire,Water,,3,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Mega Punch', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 2, 'Colorless': 1}, 'Move Name': 'Boltsplosion', 'Move Damage': '120', 'Move Damage Modifier': ('add', '120'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If Electivire is on your Bench, this attack does 120 more damage.'}]",020/172,F,Rare
Moltres,Moltres (Brilliant Stars 21),[],Basic,,,120,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Inferno Wings', 'Move Damage': '20', 'Move Damage Modifier': ('add', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""If this Pokémon has any damage counters on it, this attack does 70 more damage. This attack's damage isn't affected by Weakness.""}]",021/172,F,Rare Holo
Entei-V,Entei V (Brilliant Stars 22),['V'],Basic,,"{'Ability Name': 'FleetFooted', 'Ability Desc': 'Once during your turn, if this Pokémon is in the Active Spot, you may draw a card.'}",230,Fire,Water,,3,"[{'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Burning Rondo', 'Move Damage': '20', 'Move Damage Modifier': ('add', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 20 more damage for each Benched Pokémon (both yours and your opponent's).""}]",022/172,F,Ultra-Rare Rare
Torkoal,Torkoal (Brilliant Stars 23),[],Basic,,,120,Fire,Water,,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Firebreathing', 'Move Damage': '30', 'Move Damage Modifier': ('add', '30'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin. If heads, this attack does 30 more damage.'}, {'Move Cost': {'Fire': 1, 'Colorless': 2}, 'Move Name': 'Guard Press', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).""}]",023/172,F,Uncommon
Chimchar,Chimchar (Brilliant Stars 24),[],Basic,,,50,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Ember', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': 'Discard an Energy from this Pokémon.'}]",024/172,F,Common
Monferno,Monferno (Brilliant Stars 25),[],Stage 1,Chimchar,,80,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Flare', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Flamethrower', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': 'Discard an Energy from this Pokémon.'}]",025/172,F,Uncommon
Infernape,Infernape (Brilliant Stars 26),[],Stage 2,Monferno,,150,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Infernal Vortex', 'Move Damage': '80', 'Move Damage Modifier': ('multiply', '80'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Reveal the top 5 cards of your deck. This attack does 80 damage for each Energy card you find there. Then, discard those Energy cards and shuffle the other cards back into your deck.'}, {'Move Cost': {'Fire': 1, 'Colorless': 1}, 'Move Name': 'Burning Kick', 'Move Damage': '160', 'Move Damage Modifier': None, 'Move Effect': 'Discard all Energy from this Pokémon.'}]",026/172,F,Rare Holo
Simisear-V,Simisear V (Brilliant Stars 27),['V'],Basic,,,210,Fire,Water,,1,"[{'Move Cost': {'Fire': 1}, 'Move Name': 'Bursting Power', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': 'You may attach up to 2 basic Energy cards from your hand to your Pokémon in any way you like.'}, {'Move Cost': {'Fire': 1, 'Colorless': 2}, 'Move Name': 'Flare Juggling', 'Move Damage': '90', 'Move Damage Modifier': ('add', '90'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.""}]",027/172,F,Ultra-Rare Rare
Kingler-V,Kingler V (Brilliant Stars 28),['V'],Basic,,,220,Water,Lightning,,3,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Falling Bubbles', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Flip a coin. If heads, search your deck for up to 5  Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.'}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Raging Pincer', 'Move Damage': '200', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 30 damage to itself.'}]",028/172,F,Ultra-Rare Rare
Kingler-VMAX,Kingler VMAX (Brilliant Stars 29),['VMAX'],Pokémon VMAXEvolves from Kingler VGigantamax,Kingler VGigantamax,,330,Water,Lightning,,3,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Bubbles Galore', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Search your deck for up to 5  Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.'}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'G-Max Pincer', 'Move Damage': '240', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 30 damage to itself.'}]",029/172,F,Rare VMAX
Staryu,Staryu (Brilliant Stars 30),[],Basic,,,60,Water,Lightning,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Double Spin', 'Move Damage': '10', 'Move Damage Modifier': ('multiply', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip 2 coins. This attack does 10 damage for each heads.'}]",030/172,F,Common
Lapras,Lapras (Brilliant Stars 31),[],Basic,,,130,Water,Lightning,,2,"[{'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Raging Freeze', 'Move Damage': '110', 'Move Damage Modifier': None, 'Move Effect': ""If any of your Pokémon were Knocked Out by damage from an attack from your opponent's Pokémon during their last turn, your opponent's Active Pokémon is now Paralyzed.""}]",031/172,F,Rare
Corphish,Corphish (Brilliant Stars 32),[],Basic,,,70,Water,Lightning,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Water Gun', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Crabhammer', 'Move Damage': '50', 'Move Damage Modifier': None, 'Move Effect': ''}]",032/172,F,Common
Crawdaunt,Crawdaunt (Brilliant Stars 33),[],Stage 1,Corphish,,130,Water,Lightning,,3,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Corkscrew Punch', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Crab Impact', 'Move Damage': '150', 'Move Damage Modifier': None, 'Move Effect': 'Discard 2 Energy from this Pokémon.'}]",033/172,F,Uncommon
Snorunt,Snorunt (Brilliant Stars 34),[],Basic,,,60,Water,Metal,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Ice Breath', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Icy Snow', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",034/172,E,Common
Piplup,Piplup (Brilliant Stars 35),[],Basic,,,60,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Bubble', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",035/172,F,Common
Prinplup,Prinplup (Brilliant Stars 36),[],Stage 1,Piplup,,90,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Peck', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",036/172,F,Uncommon
Empoleon,Empoleon (Brilliant Stars 37),[],Stage 2,Prinplup,"{'Ability Name': 'Emergency Surfacing', 'Ability Desc': 'Once during your turn, if this Pokémon is in your discard pile and you have no cards in your hand, you may put this Pokémon onto your Bench. If you do, draw 3 cards.'}",160,Water,Lightning,,2,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Water Arrow', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 60 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",037/172,F,Rare Holo
Buizel,Buizel (Brilliant Stars 38),[],Basic,,,60,Water,Lightning,,1,"[{'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Agility', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.""}]",038/172,F,Common
Floatzel,Floatzel (Brilliant Stars 39),[],Stage 1,Buizel,,110,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Floatify', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Put up to 2 Item cards from your discard pile into your hand.'}, {'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Water Gun', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}]",039/172,F,Uncommon
Lumineon-V,Lumineon V (Brilliant Stars 40),['V'],Basic,,"{'Ability Name': 'Luminous Sign', 'Ability Desc': 'When you play this Pokémon from your hand onto your Bench during your turn, you may search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.'}",170,Water,Lightning,,1,"[{'Move Cost': {'Water': 1, 'Colorless': 2}, 'Move Name': 'Aqua Return', 'Move Damage': '120', 'Move Damage Modifier': None, 'Move Effect': 'Shuffle this Pokémon and all attached cards into your deck.'}]",040/172,F,Ultra-Rare Rare
Manaphy,Manaphy (Brilliant Stars 41),[],Basic,,"{'Ability Name': 'Wave Veilヴ', 'Ability Desc': ""Prevent all damage done to your Benched Pokémon by attacks from your opponent's Pokémon.""}",70,Water,Lightning,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Rain Splash', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",041/172,F,Rare
Cubchoo,Cubchoo (Brilliant Stars 42),[],Basic,,,60,Water,Metal,,1,"[{'Move Cost': {'Water': 1}, 'Move Name': 'Chilly', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",042/172,F,Common
Beartic,Beartic (Brilliant Stars 43),[],Stage 1,Cubchoo,,140,Water,Metal,,3,"[{'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Sheer Cold', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, the Defending Pokémon can't attack.""}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Frost Smash', 'Move Damage': '130', 'Move Damage Modifier': None, 'Move Effect': ''}]",043/172,F,Uncommon
Eiscue,Eiscue (Brilliant Stars 44),[],Basic,,,110,Water,Metal,,1,"[{'Move Cost': {'Water': 1, 'Colorless': 1}, 'Move Name': 'Block Slider', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 40 damage to 1 of your opponent's Pokémon for each Fusion Strike Energy attached to all of your Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'Move Cost': {'Water': 2, 'Colorless': 1}, 'Move Name': 'Icicle Missile', 'Move Damage': '100', 'Move Damage Modifier': None, 'Move Effect': ''}]",044/172,E,Rare
Raichu-V,Raichu V (Brilliant Stars 45),['V'],Basic,,,200,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Fast Charge', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'If you go first, you can use this attack during your first turn. Search your deck for a  Energy card and attach it to this Pokémon. Then, shuffle your deck.'}, {'Move Cost': {'Lightning': 2}, 'Move Name': 'Dynamic Spark', 'Move Damage': '60', 'Move Damage Modifier': ('multiply', '60'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'You may discard any amount of  Energy from your Pokémon. This attack does 60 damage for each card you discarded in this way.'}]",045/172,F,Ultra-Rare Rare
Electabuzz,Electabuzz (Brilliant Stars 46),[],Basic,,,80,Lightning,Fighting,,2,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Thunder Wave', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}, {'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Head Bolt', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",046/172,F,Common
Electivire,Electivire (Brilliant Stars 47),[],Stage 1,Electabuzz,,140,Lightning,Fighting,,3,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Explosive Bolt', 'Move Damage': '30', 'Move Damage Modifier': ('add', '30'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'If any of your Benched Magmortar have any damage counters on them, this attack does 90 more damage.'}, {'Move Cost': {'Lightning': 2, 'Colorless': 1}, 'Move Name': 'High-Voltage Current', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': ""This attack does 50 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",047/172,F,Rare
Raikou-V,Raikou V (Brilliant Stars 48),['V'],Basic,,"{'Ability Name': 'FleetFooted', 'Ability Desc': 'Once during your turn, if this Pokémon is in the Active Spot, you may draw a card.'}",200,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Lightning Rondo', 'Move Damage': '20', 'Move Damage Modifier': ('add', '20'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 20 more damage for each Benched Pokémon (both yours and your opponent's).""}]",048/172,F,Ultra-Rare Rare
Shinx,Shinx (Brilliant Stars 49),[],Basic,,,40,Lightning,Fighting,,0,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Gnaw', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}]",049/172,F,Common
Luxio,Luxio (Brilliant Stars 50),[],Stage 1,Shinx,,90,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Thunder Shock', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",050/172,F,Uncommon
Luxray,Luxray (Brilliant Stars 51),[],Stage 2,Luxio,,150,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1}, 'Move Name': 'Energy Crush', 'Move Damage': '50', 'Move Damage Modifier': ('multiply', '50'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 50 damage for each Energy attached to all of your opponent's Pokémon.""}, {'Move Cost': {'Lightning': 1}, 'Move Name': 'Flash Impact', 'Move Damage': '110', 'Move Damage Modifier': None, 'Move Effect': ""This attack also does 30 damage to 1 of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",051/172,F,Rare
Pachirisu,Pachirisu (Brilliant Stars 52),[],Basic,,,70,Lightning,Fighting,,1,"[{'Move Cost': {'Lightning': 1, 'Colorless': 1}, 'Move Name': 'Windup Thunder', 'Move Damage': '30', 'Move Damage Modifier': ('multiply', '30'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.'}]",052/172,F,Uncommon
Clefairy,Clefairy (Brilliant Stars 53),[],Basic,,,60,Psychic,Metal,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Pound', 'Move Damage': '10', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Psychic': 1, 'Colorless': 1}, 'Move Name': 'Magical Shot', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",053/172,F,Common
Clefable,Clefable (Brilliant Stars 54),[],Stage 1,Clefairy,,100,Psychic,Metal,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Moonlit Miracle', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Flip 3 coins. Choose a number of your Pokémon in play up to the number of heads. For each of those Pokémon, search your deck for a card that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck.'}, {'Move Cost': {'Psychic': 1, 'Colorless': 2}, 'Move Name': 'Magical Shot', 'Move Damage': '90', 'Move Damage Modifier': None, 'Move Effect': ''}]",054/172,F,Rare
Starmie,Starmie (Brilliant Stars 55),[],Stage 1,Staryu,,90,Psychic,Darkness,Fighting,0,"[{'Move Cost': {'Psychic': 1}, 'Move Name': 'Psychic', 'Move Damage': '10', 'Move Damage Modifier': ('add', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': ""This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.""}, {'Move Cost': {'Psychic': 1}, 'Move Name': 'Power Gem', 'Move Damage': '60', 'Move Damage Modifier': None, 'Move Effect': ''}]",055/172,F,Uncommon
